,timestamp,Packet loss %:ALL:SD:AVG:percentage,Delay (avg):ALL:SD:AVG:millisecond,Jitter (avg):ALL:SD:AVG:millisecond,Congestion:ALL:SD:AVG:millisecond,MOS:TWAMP:SD:AVG:number,TX
70,2023-08-20 01:10:00+02:00,0.0,2.632,0.052,0.0109901639344261,4.409286,545.0
71,2023-08-20 01:11:00+02:00,0.0,2.625,0.049,0.0129901639344261,4.409286,545.0
72,2023-08-20 01:12:00+02:00,0.0,2.623,0.049,0.0119901639344261,4.409286,545.1666666666666
73,2023-08-20 01:13:00+02:00,0.0,2.631,0.055,0.0129901639344261,4.409286,545.1666666666666
74,2023-08-20 01:14:00+02:00,0.0,2.635,0.057,0.0129901639344261,4.409286,545.1666666666666
75,2023-08-20 01:15:00+02:00,0.0,2.63,0.055,0.0119901639344261,4.409286,545.9166666666666
76,2023-08-20 01:16:00+02:00,0.0,2.635,0.058,0.0129901639344261,4.409286,545.1666666666666
77,2023-08-20 01:17:00+02:00,0.0,2.631,0.053,0.0129901639344261,4.409286,545.0
78,2023-08-20 01:18:00+02:00,0.0,2.637,0.056,0.0149901639344261,4.409286,545.0833333333334
79,2023-08-20 01:19:00+02:00,0.0,2.628,0.05,0.0139901639344261,4.409286,528.0
80,2023-08-20 01:20:00+02:00,0.0,2.63,0.051,0.0129901639344261,4.409286,545.0833333333334
81,2023-08-20 01:21:00+02:00,0.0,2.636,0.057,0.0129901639344261,4.409286,545.1666666666666
82,2023-08-20 01:22:00+02:00,0.0,2.646,0.066,0.0129901639344261,4.409286,545.1666666666666
83,2023-08-20 01:23:00+02:00,0.0,2.632,0.053,0.0129901639344261,4.409286,545.0833333333334
84,2023-08-20 01:24:00+02:00,0.0,2.623,0.045,0.0129901639344261,4.409286,545.1666666666666
85,2023-08-20 01:25:00+02:00,0.0,2.616,0.038,0.0129901639344261,4.409286,545.0
86,2023-08-20 01:26:00+02:00,0.0,2.62,0.04,0.0129901639344261,4.409286,528.4166666666666
87,2023-08-20 01:27:00+02:00,0.0,2.623,0.045,0.0129901639344261,4.409286,545.0833333333334
88,2023-08-20 01:28:00+02:00,0.0,2.631,0.055,0.0139901639344261,4.409286,545.25
89,2023-08-20 01:29:00+02:00,0.0,2.625,0.045,0.0129901639344261,4.409286,545.0833333333334
90,2023-08-20 01:30:00+02:00,0.0,2.626,0.052,0.0119901639344261,4.409286,545.0833333333334
91,2023-08-20 01:31:00+02:00,0.0,2.627,0.051,0.0129901639344261,4.409286,545.0
92,2023-08-20 01:32:00+02:00,0.0,2.639,0.061,0.0139901639344261,4.409286,545.1666666666666
93,2023-08-20 01:33:00+02:00,0.0,2.64,0.059,0.0149901639344261,4.409286,528.5
94,2023-08-20 01:34:00+02:00,0.0,2.648,0.065,0.0139901639344261,4.409286,545.1666666666666
95,2023-08-20 01:35:00+02:00,0.0,2.637,0.059,0.0129901639344261,4.409286,545.0
96,2023-08-20 01:36:00+02:00,0.0,2.631,0.055,0.0139901639344261,4.409286,545.0
97,2023-08-20 01:37:00+02:00,0.0,2.626,0.049,0.0119901639344261,4.409286,545.0
98,2023-08-20 01:38:00+02:00,0.0,2.624,0.054,0.0109901639344261,4.409286,544.8333333333334
99,2023-08-20 01:39:00+02:00,0.0,2.623,0.047,0.0119901639344261,4.409286,545.0
100,2023-08-20 01:40:00+02:00,0.0,2.62,0.043,0.0119901639344261,4.409286,528.5833333333334
101,2023-08-20 01:41:00+02:00,0.0,2.63,0.048,0.0129901639344261,4.409286,545.0
102,2023-08-20 01:42:00+02:00,0.0,2.623,0.04,0.0129901639344261,4.409286,545.0833333333334
103,2023-08-20 01:43:00+02:00,0.0,2.625,0.047,0.0139901639344261,4.409286,545.0833333333334
104,2023-08-20 01:44:00+02:00,0.0,2.621,0.045,0.0129901639344261,4.409286,544.75
105,2023-08-20 01:45:00+02:00,0.0,2.618,0.043,0.0109901639344261,4.409286,545.0
106,2023-08-20 01:46:00+02:00,0.0,2.63,0.054,0.0119901639344261,4.409286,545.0
107,2023-08-20 01:47:00+02:00,0.0,2.632,0.054,0.0129901639344261,4.409286,545.0
108,2023-08-20 01:48:00+02:00,0.0,2.636,0.06,0.0119901639344261,4.409286,528.5833333333334
109,2023-08-20 01:49:00+02:00,0.0,2.629,0.053,0.0129901639344261,4.409286,545.3333333333334
110,2023-08-20 01:50:00+02:00,0.0,2.636,0.056,0.0129901639344261,4.409286,545.1666666666666
111,2023-08-20 01:51:00+02:00,0.0,2.629,0.049,0.0109901639344261,4.409286,544.9166666666666
112,2023-08-20 01:52:00+02:00,0.0,2.64,0.058,0.0109901639344261,4.409286,544.75
113,2023-08-20 01:53:00+02:00,0.0,2.651,0.06,0.0139901639344261,4.409286,545.0
114,2023-08-20 01:54:00+02:00,0.0,2.643,0.062,0.0129901639344261,4.409286,528.25
115,2023-08-20 01:55:00+02:00,0.0,2.633,0.062,0.0119901639344261,4.409286,545.0833333333334
116,2023-08-20 01:56:00+02:00,0.0,2.624,0.047,0.0129901639344261,4.409286,545.0833333333334
117,2023-08-20 01:57:00+02:00,0.0,2.634,0.056,0.0139901639344261,4.409286,545.3333333333334
118,2023-08-20 01:58:00+02:00,0.0,2.632,0.055,0.0119901639344261,4.409286,545.0833333333334
119,2023-08-20 01:59:00+02:00,0.0,2.628,0.051,0.0109901639344261,4.409286,545.0833333333334
120,2023-08-20 02:00:00+02:00,0.0,2.639,0.062,0.0153066666666668,4.409286,544.5
121,2023-08-20 02:01:00+02:00,0.0,2.631,0.055,0.0143066666666668,4.409286,528.6666666666666
122,2023-08-20 02:02:00+02:00,0.0,2.63,0.057,0.0143066666666668,4.409286,545.0833333333334
123,2023-08-20 02:03:00+02:00,0.0,2.637,0.055,0.0163066666666668,4.409286,545.0833333333334
124,2023-08-20 02:04:00+02:00,0.0,2.636,0.061,0.0143066666666668,4.409286,545.4166666666666
125,2023-08-20 02:05:00+02:00,0.0,2.63,0.056,0.0123066666666668,4.409286,546.5
126,2023-08-20 02:06:00+02:00,0.0,2.642,0.063,0.0143066666666668,4.409286,545.0833333333334
127,2023-08-20 02:07:00+02:00,0.0,2.632,0.055,0.0133066666666668,4.409286,545.5833333333334
128,2023-08-20 02:08:00+02:00,0.0,2.632,0.055,0.0133066666666668,4.409286,528.4166666666666
129,2023-08-20 02:09:00+02:00,0.0,2.637,0.055,0.0143066666666668,4.409286,545.3333333333334
130,2023-08-20 02:10:00+02:00,0.0,2.645,0.064,0.0153066666666668,4.409286,545.5
131,2023-08-20 02:11:00+02:00,0.0,2.635,0.063,0.0143066666666668,4.409286,544.75
132,2023-08-20 02:12:00+02:00,0.0,2.636,0.061,0.0143066666666668,4.409286,544.9166666666666
133,2023-08-20 02:13:00+02:00,0.0,2.64,0.061,0.0143066666666668,4.409286,528.9166666666666
134,2023-08-20 02:14:00+02:00,0.0,2.643,0.062,0.0133066666666668,4.409286,545.1666666666666
135,2023-08-20 02:15:00+02:00,0.0,2.628,0.049,0.0143066666666668,4.409286,545.1666666666666
136,2023-08-20 02:16:00+02:00,0.0,2.637,0.061,0.0133066666666668,4.409286,545.0833333333334
137,2023-08-20 02:17:00+02:00,0.0,2.645,0.067,0.0143066666666668,4.409286,545.5833333333334
138,2023-08-20 02:18:00+02:00,0.0,2.648,0.062,0.0143066666666668,4.409286,544.9166666666666
139,2023-08-20 02:19:00+02:00,0.0,2.648,0.064,0.0153066666666668,4.409286,545.1666666666666
140,2023-08-20 02:20:00+02:00,0.0,2.633,0.055,0.0153066666666668,4.409286,544.9166666666666
141,2023-08-20 02:21:00+02:00,0.0,2.64,0.059,0.0153066666666668,4.409286,545.0
142,2023-08-20 02:22:00+02:00,0.0,2.641,0.062,0.0153066666666668,4.409286,528.6666666666666
143,2023-08-20 02:23:00+02:00,0.0,2.639,0.057,0.0143066666666668,4.409286,545.5833333333334
144,2023-08-20 02:24:00+02:00,0.0,2.636,0.058,0.0123066666666668,4.409286,545.1666666666666
145,2023-08-20 02:25:00+02:00,0.0,2.633,0.061,0.0103066666666668,4.409286,545.25
146,2023-08-20 02:26:00+02:00,0.0,2.637,0.059,0.0123066666666668,4.409286,544.6666666666666
147,2023-08-20 02:27:00+02:00,0.0,2.631,0.055,0.0123066666666668,4.409286,528.5833333333334
148,2023-08-20 02:28:00+02:00,0.0,2.631,0.054,0.0143066666666668,4.409286,544.5833333333334
149,2023-08-20 02:29:00+02:00,0.0,2.62,0.041,0.0143066666666668,4.409286,545.1666666666666
150,2023-08-20 02:30:00+02:00,0.0,2.645,0.069,0.0163066666666668,4.409286,544.8333333333334
151,2023-08-20 02:31:00+02:00,0.0,2.642,0.057,0.0153066666666668,4.409286,545.0
152,2023-08-20 02:32:00+02:00,0.0,2.633,0.058,0.0143066666666668,4.409286,545.0833333333334
153,2023-08-20 02:33:00+02:00,0.0,2.631,0.055,0.0143066666666668,4.409286,528.75
154,2023-08-20 02:34:00+02:00,0.0,2.641,0.062,0.0153066666666668,4.409286,545.0
155,2023-08-20 02:35:00+02:00,0.0,2.631,0.05,0.0133066666666668,4.409286,545.1666666666666
156,2023-08-20 02:36:00+02:00,0.0,2.652,0.076,0.0163066666666668,4.409286,544.9166666666666
157,2023-08-20 02:37:00+02:00,0.0,2.63,0.052,0.0143066666666668,4.409286,544.1666666666666
158,2023-08-20 02:38:00+02:00,0.0,2.625,0.049,0.0123066666666668,4.409286,545.4166666666666
159,2023-08-20 02:39:00+02:00,0.0,2.637,0.06,0.0133066666666668,4.409286,545.0
160,2023-08-20 02:40:00+02:00,0.0,2.631,0.053,0.0123066666666668,4.409286,528.6666666666666
161,2023-08-20 02:41:00+02:00,0.0,2.636,0.058,0.0123066666666668,4.409286,545.1666666666666
162,2023-08-20 02:42:00+02:00,0.0,2.63,0.053,0.0143066666666668,4.409286,545.0833333333334
163,2023-08-20 02:43:00+02:00,0.0,2.634,0.058,0.0143066666666668,4.409286,545.1666666666666
164,2023-08-20 02:44:00+02:00,0.0,2.639,0.059,0.0143066666666668,4.409286,545.0
165,2023-08-20 02:45:00+02:00,0.0,2.639,0.06,0.0133066666666668,4.409286,545.0833333333334
166,2023-08-20 02:46:00+02:00,0.0,2.636,0.058,0.0133066666666668,4.409286,545.0833333333334
167,2023-08-20 02:47:00+02:00,0.0,2.642,0.063,0.0133066666666668,4.409286,545.0833333333334
168,2023-08-20 02:48:00+02:00,0.0,2.64,0.064,0.0113066666666668,4.409286,528.75
169,2023-08-20 02:49:00+02:00,0.0,2.635,0.055,0.0133066666666668,4.409286,545.25
170,2023-08-20 02:50:00+02:00,0.0,2.63,0.055,0.0133066666666668,4.409286,545.1666666666666
171,2023-08-20 02:51:00+02:00,0.0,2.649,0.067,0.0153066666666668,4.409286,545.0
172,2023-08-20 02:52:00+02:00,0.0,2.639,0.058,0.0153066666666668,4.409286,544.8333333333334
173,2023-08-20 02:53:00+02:00,0.0,2.65,0.056,0.0163066666666668,4.409286,544.4166666666666
174,2023-08-20 02:54:00+02:00,0.0,2.642,0.06,0.0143066666666668,4.409286,545.3333333333334
175,2023-08-20 02:55:00+02:00,0.0,2.643,0.065,0.0123066666666668,4.409286,528.5833333333334
176,2023-08-20 02:56:00+02:00,0.0,2.643,0.065,0.0113066666666668,4.409286,544.9166666666666
177,2023-08-20 02:57:00+02:00,0.0,2.647,0.063,0.0133066666666668,4.409286,545.4166666666666
178,2023-08-20 02:58:00+02:00,0.0,2.651,0.067,0.0143066666666668,4.409286,545.1666666666666
179,2023-08-20 02:59:00+02:00,0.0,2.625,0.046,0.0133066666666668,4.409286,544.8333333333334
180,2023-08-20 03:00:00+02:00,0.0,2.638,0.055,0.0144333333333333,4.409286,545.25
181,2023-08-20 03:01:00+02:00,0.0,2.651,0.06,0.0144333333333333,4.409286,545.75
182,2023-08-20 03:02:00+02:00,0.0,2.645,0.067,0.0144333333333333,4.409286,545.0
183,2023-08-20 03:03:00+02:00,0.0,2.642,0.06,0.0144333333333333,4.409286,528.5833333333334
184,2023-08-20 03:04:00+02:00,0.0,2.641,0.059,0.0144333333333333,4.409286,545.25
185,2023-08-20 03:05:00+02:00,0.0,2.633,0.059,0.0144333333333333,4.409286,545.25
186,2023-08-20 03:06:00+02:00,0.0,2.657,0.069,0.0154333333333333,4.409286,544.8333333333334
187,2023-08-20 03:07:00+02:00,0.0,2.639,0.064,0.0134333333333333,4.409286,544.1666666666666
188,2023-08-20 03:08:00+02:00,0.0,2.636,0.058,0.0134333333333333,4.409286,545.0833333333334
189,2023-08-20 03:09:00+02:00,0.0,2.639,0.058,0.0144333333333333,4.409286,528.5833333333334
190,2023-08-20 03:10:00+02:00,0.0,2.636,0.056,0.0134333333333333,4.409286,544.6666666666666
191,2023-08-20 03:11:00+02:00,0.0,2.636,0.059,0.0124333333333333,4.409286,544.9166666666666
192,2023-08-20 03:12:00+02:00,0.0,2.643,0.057,0.0124333333333333,4.409286,545.9166666666666
193,2023-08-20 03:13:00+02:00,0.0,2.626,0.055,0.0114333333333333,4.409286,545.1666666666666
194,2023-08-20 03:14:00+02:00,0.0,2.633,0.061,0.0114333333333333,4.409286,545.0
195,2023-08-20 03:15:00+02:00,0.0,2.633,0.055,0.0124333333333333,4.409286,544.9166666666666
196,2023-08-20 03:16:00+02:00,0.0,2.641,0.065,0.0124333333333333,4.409286,545.0
197,2023-08-20 03:17:00+02:00,0.0,2.646,0.067,0.0134333333333333,4.409286,545.1666666666666
198,2023-08-20 03:18:00+02:00,0.0,2.639,0.063,0.0134333333333333,4.409286,528.5
199,2023-08-20 03:19:00+02:00,0.0,2.628,0.052,0.0134333333333333,4.409286,544.8333333333334
200,2023-08-20 03:20:00+02:00,0.0,2.632,0.056,0.0134333333333333,4.409286,545.0
201,2023-08-20 03:21:00+02:00,0.0,2.642,0.067,0.0144333333333333,4.409286,545.1666666666666
202,2023-08-20 03:22:00+02:00,0.0,2.642,0.066,0.0134333333333333,4.409286,545.0
203,2023-08-20 03:23:00+02:00,0.0,2.627,0.054,0.0124333333333333,4.409286,544.5833333333334
204,2023-08-20 03:24:00+02:00,0.0,2.629,0.054,0.0124333333333333,4.409286,544.4166666666666
205,2023-08-20 03:25:00+02:00,0.0,2.643,0.061,0.0134333333333333,4.409286,545.4166666666666
206,2023-08-20 03:26:00+02:00,0.0,2.634,0.061,0.0134333333333333,4.409286,545.0
207,2023-08-20 03:27:00+02:00,0.0,2.643,0.067,0.0144333333333333,4.409286,528.5833333333334
208,2023-08-20 03:28:00+02:00,0.0,2.659,0.072,0.0164333333333333,4.409286,544.6666666666666
209,2023-08-20 03:29:00+02:00,0.0,2.632,0.053,0.0144333333333333,4.409286,545.4166666666666
210,2023-08-20 03:30:00+02:00,0.0,2.63,0.057,0.0134333333333333,4.409286,545.25
211,2023-08-20 03:31:00+02:00,0.0,2.626,0.053,0.0134333333333333,4.409286,544.8333333333334
212,2023-08-20 03:32:00+02:00,0.0,2.63,0.057,0.0134333333333333,4.409286,544.8333333333334
213,2023-08-20 03:33:00+02:00,0.0,2.624,0.049,0.0134333333333333,4.409286,544.9166666666666
214,2023-08-20 03:34:00+02:00,0.0,2.621,0.05,0.0134333333333333,4.409286,545.0
215,2023-08-20 03:35:00+02:00,0.0,2.617,0.044,0.0134333333333333,4.409286,545.0
216,2023-08-20 03:36:00+02:00,0.0,2.619,0.044,0.0124333333333333,4.409286,545.0
217,2023-08-20 03:37:00+02:00,0.0,2.62,0.046,0.0114333333333333,4.409286,545.0
218,2023-08-20 03:38:00+02:00,0.0,2.615,0.043,0.0104333333333333,4.409286,528.5833333333334
219,2023-08-20 03:39:00+02:00,0.0,2.622,0.051,0.0104333333333333,4.409286,545.5833333333334
220,2023-08-20 03:40:00+02:00,0.0,2.631,0.056,0.0114333333333333,4.409286,545.3333333333334
221,2023-08-20 03:41:00+02:00,0.0,2.626,0.048,0.0114333333333333,4.409286,545.0833333333334
222,2023-08-20 03:42:00+02:00,0.0,2.622,0.044,0.0124333333333333,4.409286,545.1666666666666
223,2023-08-20 03:43:00+02:00,0.0,2.626,0.049,0.0134333333333333,4.409286,545.1666666666666
224,2023-08-20 03:44:00+02:00,0.0,2.626,0.052,0.0124333333333333,4.409286,544.75
225,2023-08-20 03:45:00+02:00,0.0,2.625,0.052,0.0114333333333333,4.409286,545.1666666666666
226,2023-08-20 03:46:00+02:00,0.0,2.628,0.055,0.0114333333333333,4.409286,545.0833333333334
227,2023-08-20 03:47:00+02:00,0.0,2.629,0.055,0.0114333333333333,4.409286,544.6666666666666
228,2023-08-20 03:48:00+02:00,0.0,2.634,0.061,0.0124333333333333,4.409286,528.5833333333334
229,2023-08-20 03:49:00+02:00,0.0,2.628,0.057,0.0104333333333333,4.409286,545.25
230,2023-08-20 03:50:00+02:00,0.0,2.631,0.061,0.0114333333333333,4.409286,545.6666666666666
231,2023-08-20 03:51:00+02:00,0.0,2.622,0.053,0.0094333333333333,4.409286,545.0833333333334
232,2023-08-20 03:52:00+02:00,0.0,2.63,0.054,0.0104333333333333,4.409286,545.0833333333334
233,2023-08-20 03:53:00+02:00,0.0,2.645,0.065,0.0124333333333333,4.409286,544.9166666666666
234,2023-08-20 03:54:00+02:00,0.0,2.641,0.069,0.0124333333333333,4.409286,528.5833333333334
235,2023-08-20 03:55:00+02:00,0.0,2.636,0.062,0.0124333333333333,4.409286,545.25
236,2023-08-20 03:56:00+02:00,0.0,2.622,0.05,0.0114333333333333,4.409286,545.1666666666666
237,2023-08-20 03:57:00+02:00,0.0,2.618,0.044,0.0124333333333333,4.409286,545.3333333333334
238,2023-08-20 03:58:00+02:00,0.0,2.63,0.056,0.0134333333333333,4.409286,545.1666666666666
239,2023-08-20 03:59:00+02:00,0.0,2.627,0.052,0.0134333333333333,4.409286,545.0
240,2023-08-20 04:00:00+02:00,0.0,2.621,0.049,0.0134651162790696,4.409286,545.0
241,2023-08-20 04:01:00+02:00,0.0,2.629,0.057,0.0124651162790696,4.409286,544.5833333333334
242,2023-08-20 04:02:00+02:00,0.0,2.627,0.055,0.0114651162790696,4.409286,544.4166666666666
243,2023-08-20 04:03:00+02:00,0.0,2.625,0.055,0.0094651162790696,4.409286,528.5
244,2023-08-20 04:04:00+02:00,0.0,2.621,0.052,0.0094651162790696,4.409286,544.6666666666666
245,2023-08-20 04:05:00+02:00,0.0,2.634,0.06,0.0104651162790696,4.409286,543.9166666666666
246,2023-08-20 04:06:00+02:00,0.0,2.652,0.069,0.0134651162790696,4.409286,545.1666666666666
247,2023-08-20 04:07:00+02:00,0.0,2.632,0.059,0.0124651162790696,4.409286,545.1666666666666
248,2023-08-20 04:08:00+02:00,0.0,2.63,0.058,0.0124651162790696,4.409286,545.0
249,2023-08-20 04:09:00+02:00,0.0,2.621,0.051,0.0124651162790696,4.409286,545.0
250,2023-08-20 04:10:00+02:00,0.0,2.622,0.051,0.0124651162790696,4.409286,545.75
251,2023-08-20 04:11:00+02:00,0.0,2.615,0.041,0.0124651162790696,4.409286,545.0
252,2023-08-20 04:12:00+02:00,0.0,2.625,0.056,0.0124651162790696,4.409286,528.5833333333334
253,2023-08-20 04:13:00+02:00,0.0,2.63,0.059,0.0124651162790696,4.409286,544.6666666666666
254,2023-08-20 04:14:00+02:00,0.0,2.618,0.043,0.0134651162790696,4.409286,544.75
255,2023-08-20 04:15:00+02:00,0.0,2.614,0.044,0.0114651162790696,4.409286,544.75
256,2023-08-20 04:16:00+02:00,0.0,2.61,0.035,0.0114651162790696,4.409286,545.1666666666666
257,2023-08-20 04:17:00+02:00,0.0,2.621,0.045,0.0134651162790696,4.409286,544.8333333333334
258,2023-08-20 04:18:00+02:00,0.0,2.62,0.047,0.0124651162790696,4.409286,545.5
259,2023-08-20 04:19:00+02:00,0.0,2.621,0.044,0.0124651162790696,4.409286,545.0
260,2023-08-20 04:20:00+02:00,0.0,2.633,0.063,0.0144651162790696,4.409286,545.0833333333334
261,2023-08-20 04:21:00+02:00,0.0,2.628,0.051,0.0144651162790696,4.409286,545.0833333333334
262,2023-08-20 04:22:00+02:00,0.0,2.618,0.046,0.0114651162790696,4.409286,545.5833333333334
263,2023-08-20 04:23:00+02:00,0.0,2.621,0.046,0.0124651162790696,4.409286,545.4166666666666
264,2023-08-20 04:24:00+02:00,0.0,2.618,0.045,0.0114651162790696,4.409286,545.4166666666666
265,2023-08-20 04:25:00+02:00,0.0,2.607,0.032,0.0104651162790696,4.409286,528.5833333333334
