timestamp;Packet loss %:ALL:SD:AVG:percentage;Delay (avg):ALL:SD:AVG:millisecond;Jitter (avg):ALL:SD:AVG:millisecond;Congestion:ALL:SD:AVG:millisecond;MOS:TWAMP:SD:AVG:number;CPU %
2023-08-20 00:00:00+02:00;0.08;2.631;0.053;0.011026667;4.409286;5
2023-08-20 00:01:00+02:00;0.08;2.623;0.047;0.009026667;4.409286;5
2023-08-20 00:02:00+02:00;0.08;2.629;0.047;0.009026667;4.409286;5
2023-08-20 00:03:00+02:00;0.1;2.634;0.055;0.009026667;4.409286;6
2023-08-20 00:04:00+02:00;0.1;2.63;0.054;0.010026667;4.409286;6
2023-08-20 00:05:00+02:00;0.08;2.627;0.053;0.010026667;4.409286;5
2023-08-20 00:06:00+02:00;0.08;2.632;0.056;0.010026667;4.409286;5
2023-08-20 00:07:00+02:00;0.08;2.631;0.051;0.011026667;4.409286;5
2023-08-20 00:08:00+02:00;0.08;2.632;0.059;0.010026667;4.409286;5
2023-08-20 00:09:00+02:00;0.08;2.628;0.055;0.010026667;4.409286;5
2023-08-20 00:10:00+02:00;0.08;2.626;0.049;0.010026667;4.409286;5
2023-08-20 00:11:00+02:00;0.08;2.631;0.055;0.011026667;4.409286;5
2023-08-20 00:12:00+02:00;0.08;2.628;0.053;0.010026667;4.409286;5
2023-08-20 00:13:00+02:00;0.08;2.627;0.053;0.011026667;4.409286;5
2023-08-20 00:14:00+02:00;0.08;2.63;0.055;0.011026667;4.409286;5
2023-08-20 00:15:00+02:00;0.08;2.638;0.06;0.011026667;4.409286;5
2023-08-20 00:16:00+02:00;0.08;2.631;0.056;0.011026667;4.409286;5
2023-08-20 00:17:00+02:00;0.08;2.631;0.051;0.011026667;4.409286;5
2023-08-20 00:18:00+02:00;0.08;2.64;0.06;0.011026667;4.409286;5
2023-08-20 00:19:00+02:00;0.08;2.643;0.062;0.011026667;4.409286;5
2023-08-20 00:20:00+02:00;0.08;2.633;0.052;0.010026667;4.409286;5
2023-08-20 00:21:00+02:00;0.08;2.631;0.052;0.010026667;4.409286;5
2023-08-20 00:22:00+02:00;0.08;2.639;0.059;0.010026667;4.409286;5
2023-08-20 00:23:00+02:00;0.08;2.639;0.062;0.011026667;4.409286;5
2023-08-20 00:24:00+02:00;0.08;2.64;0.061;0.013026667;4.409286;5
2023-08-20 00:25:00+02:00;0.08;2.645;0.059;0.011026667;4.409286;5
2023-08-20 00:26:00+02:00;0.08;2.643;0.063;0.011026667;4.409286;5
2023-08-20 00:27:00+02:00;0.08;2.638;0.057;0.013026667;4.409286;5
2023-08-20 00:28:00+02:00;0.08;2.64;0.061;0.013026667;4.409286;5
2023-08-20 00:29:00+02:00;0.08;2.635;0.058;0.012026667;4.409286;5
2023-08-20 00:30:00+02:00;0.08;2.637;0.06;0.012026667;4.409286;5
2023-08-20 00:31:00+02:00;0.08;2.634;0.058;0.012026667;4.409286;5
2023-08-20 00:32:00+02:00;0.08;2.631;0.056;0.009026667;4.409286;5
2023-08-20 00:33:00+02:00;0.08;2.629;0.054;0.010026667;4.409286;5
2023-08-20 00:34:00+02:00;0.08;2.633;0.058;0.011026667;4.409286;5
2023-08-20 00:35:00+02:00;0.08;2.635;0.063;0.009026667;4.409286;5
2023-08-20 00:36:00+02:00;0.08;2.633;0.061;0.009026667;4.409286;5
2023-08-20 00:37:00+02:00;0.08;2.632;0.058;0.008026667;4.409286;5
2023-08-20 00:38:00+02:00;0.08;2.628;0.055;0.008026667;4.409286;5
2023-08-20 00:39:00+02:00;0.08;2.63;0.056;0.010026667;4.409286;5
2023-08-20 00:40:00+02:00;0.08;2.628;0.053;0.011026667;4.409286;5
2023-08-20 00:41:00+02:00;0.08;2.632;0.056;0.011026667;4.409286;5
2023-08-20 00:42:00+02:00;0.08;2.623;0.051;0.009026667;4.409286;5
2023-08-20 00:43:00+02:00;0.08;2.629;0.056;0.010026667;4.409286;5
2023-08-20 00:44:00+02:00;0.08;2.63;0.055;0.010026667;4.409286;5
2023-08-20 00:45:00+02:00;0.1;2.623;0.049;0.010026667;4.409286;6
2023-08-20 00:46:00+02:00;0.1;2.629;0.054;0.012026667;4.409286;6
2023-08-20 00:47:00+02:00;0.1;2.633;0.06;0.011026667;4.409286;6
2023-08-20 00:48:00+02:00;0.1;2.627;0.052;0.011026667;4.409286;6
2023-08-20 00:49:00+02:00;0.1;2.636;0.054;0.011026667;4.409286;6
2023-08-20 00:50:00+02:00;0.08;2.627;0.05;0.011026667;4.409286;5
2023-08-20 00:51:00+02:00;0.08;2.635;0.053;0.012026667;4.409286;5
2023-08-20 00:52:00+02:00;0.08;2.639;0.062;0.011026667;4.409286;5
2023-08-20 00:53:00+02:00;0.08;2.63;0.058;0.010026667;4.409286;5
2023-08-20 00:54:00+02:00;0.08;2.632;0.054;0.011026667;4.409286;5
2023-08-20 00:55:00+02:00;0.08;2.631;0.054;0.011026667;4.409286;5
2023-08-20 00:56:00+02:00;0.08;2.622;0.047;0.011026667;4.409286;5
2023-08-20 00:57:00+02:00;0.08;2.623;0.046;0.010026667;4.409286;5
2023-08-20 00:58:00+02:00;0.08;2.627;0.047;0.012026667;4.409286;5
2023-08-20 00:59:00+02:00;0.08;2.621;0.045;0.011026667;4.409286;5
2023-08-20 01:00:00+02:00;0.08;2.636;0.061;0.012990164;4.409286;5
2023-08-20 01:01:00+02:00;0.08;2.622;0.051;0.010990164;4.409286;5
2023-08-20 01:02:00+02:00;0.08;2.615;0.042;0.009990164;4.409286;5
2023-08-20 01:03:00+02:00;0.08;2.614;0.041;0.008990164;4.409286;5
2023-08-20 01:04:00+02:00;0.08;2.623;0.05;0.009990164;4.409286;5
2023-08-20 01:05:00+02:00;0.08;2.632;0.052;0.012990164;4.409286;5
2023-08-20 01:06:00+02:00;0.08;2.626;0.051;0.011990164;4.409286;5
2023-08-20 01:07:00+02:00;0.08;2.634;0.056;0.012990164;4.409286;5
2023-08-20 01:08:00+02:00;0.08;2.626;0.05;0.011990164;4.409286;5
2023-08-20 01:09:00+02:00;0.08;2.617;0.042;0.009990164;4.409286;5
2023-08-20 01:10:00+02:00;0.08;2.632;0.052;0.010990164;4.409286;5
2023-08-20 01:11:00+02:00;0.08;2.625;0.049;0.012990164;4.409286;5
2023-08-20 01:12:00+02:00;0.08;2.623;0.049;0.011990164;4.409286;5
2023-08-20 01:13:00+02:00;0.08;2.631;0.055;0.012990164;4.409286;5
2023-08-20 01:14:00+02:00;0.08;2.635;0.057;0.012990164;4.409286;5
2023-08-20 01:15:00+02:00;0.08;2.63;0.055;0.011990164;4.409286;5
2023-08-20 01:16:00+02:00;0.08;2.635;0.058;0.012990164;4.409286;5
2023-08-20 01:17:00+02:00;0.08;2.631;0.053;0.012990164;4.409286;5
2023-08-20 01:18:00+02:00;0.08;2.637;0.056;0.014990164;4.409286;5
2023-08-20 01:19:00+02:00;0.08;2.628;0.05;0.013990164;4.409286;5
2023-08-20 01:20:00+02:00;0.08;2.63;0.051;0.012990164;4.409286;5
2023-08-20 01:21:00+02:00;0.08;2.636;0.057;0.012990164;4.409286;5
2023-08-20 01:22:00+02:00;0.08;2.646;0.066;0.012990164;4.409286;5
2023-08-20 01:23:00+02:00;0.08;2.632;0.053;0.012990164;4.409286;5
2023-08-20 01:24:00+02:00;0.08;2.623;0.045;0.012990164;4.409286;5
2023-08-20 01:25:00+02:00;0.08;2.616;0.038;0.012990164;4.409286;5
2023-08-20 01:26:00+02:00;0.08;2.62;0.04;0.012990164;4.409286;5
2023-08-20 01:27:00+02:00;0.08;2.623;0.045;0.012990164;4.409286;5
2023-08-20 01:28:00+02:00;0.08;2.631;0.055;0.013990164;4.409286;5
2023-08-20 01:29:00+02:00;0.08;2.625;0.045;0.012990164;4.409286;5
2023-08-20 01:30:00+02:00;0.1;2.626;0.052;0.011990164;4.409286;6
2023-08-20 01:31:00+02:00;0.1;2.627;0.051;0.012990164;4.409286;6
2023-08-20 01:32:00+02:00;0.08;2.639;0.061;0.013990164;4.409286;5
2023-08-20 01:33:00+02:00;0.08;2.64;0.059;0.014990164;4.409286;5
2023-08-20 01:34:00+02:00;0.08;2.648;0.065;0.013990164;4.409286;5
2023-08-20 01:35:00+02:00;0.08;2.637;0.059;0.012990164;4.409286;5
2023-08-20 01:36:00+02:00;0.08;2.631;0.055;0.013990164;4.409286;5
2023-08-20 01:37:00+02:00;0.08;2.626;0.049;0.011990164;4.409286;5
2023-08-20 01:38:00+02:00;0.08;2.624;0.054;0.010990164;4.409286;5
2023-08-20 01:39:00+02:00;0.08;2.623;0.047;0.011990164;4.409286;5
2023-08-20 01:40:00+02:00;0.08;2.62;0.043;0.011990164;4.409286;5
2023-08-20 01:41:00+02:00;0.08;2.63;0.048;0.012990164;4.409286;5
2023-08-20 01:42:00+02:00;0.08;2.623;0.04;0.012990164;4.409286;5
2023-08-20 01:43:00+02:00;0.08;2.625;0.047;0.013990164;4.409286;5
2023-08-20 01:44:00+02:00;0.08;2.621;0.045;0.012990164;4.409286;5
2023-08-20 01:45:00+02:00;0.1;2.618;0.043;0.010990164;4.409286;6
2023-08-20 01:46:00+02:00;0.1;2.63;0.054;0.011990164;4.409286;6
2023-08-20 01:47:00+02:00;0.1;2.632;0.054;0.012990164;4.409286;6
2023-08-20 01:48:00+02:00;0.1;2.636;0.06;0.011990164;4.409286;6
2023-08-20 01:49:00+02:00;0.1;2.629;0.053;0.012990164;4.409286;6
2023-08-20 01:50:00+02:00;0.08;2.636;0.056;0.012990164;4.409286;5
2023-08-20 01:51:00+02:00;0.08;2.629;0.049;0.010990164;4.409286;5
2023-08-20 01:52:00+02:00;0.08;2.64;0.058;0.010990164;4.409286;5
2023-08-20 01:53:00+02:00;0.08;2.651;0.06;0.013990164;4.409286;5
2023-08-20 01:54:00+02:00;0.08;2.643;0.062;0.012990164;4.409286;5
2023-08-20 01:55:00+02:00;0.08;2.633;0.062;0.011990164;4.409286;5
2023-08-20 01:56:00+02:00;0.08;2.624;0.047;0.012990164;4.409286;5
2023-08-20 01:57:00+02:00;0.08;2.634;0.056;0.013990164;4.409286;5
2023-08-20 01:58:00+02:00;0.08;2.632;0.055;0.011990164;4.409286;5
2023-08-20 01:59:00+02:00;0.08;2.628;0.051;0.010990164;4.409286;5
2023-08-20 02:00:00+02:00;0.1;2.639;0.062;0.015306667;4.409286;6
2023-08-20 02:01:00+02:00;0.1;2.631;0.055;0.014306667;4.409286;6
2023-08-20 02:02:00+02:00;0.1;2.63;0.057;0.014306667;4.409286;6
2023-08-20 02:03:00+02:00;0.1;2.637;0.055;0.016306667;4.409286;6
2023-08-20 02:04:00+02:00;0.1;2.636;0.061;0.014306667;4.409286;6
2023-08-20 02:05:00+02:00;0.08;2.63;0.056;0.012306667;4.409286;5
2023-08-20 02:06:00+02:00;0.08;2.642;0.063;0.014306667;4.409286;5
2023-08-20 02:07:00+02:00;0.08;2.632;0.055;0.013306667;4.409286;5
2023-08-20 02:08:00+02:00;0.08;2.632;0.055;0.013306667;4.409286;5
2023-08-20 02:09:00+02:00;0.08;2.637;0.055;0.014306667;4.409286;5
2023-08-20 02:10:00+02:00;0.08;2.645;0.064;0.015306667;4.409286;5
2023-08-20 02:11:00+02:00;0.08;2.635;0.063;0.014306667;4.409286;5
2023-08-20 02:12:00+02:00;0.08;2.636;0.061;0.014306667;4.409286;5
2023-08-20 02:13:00+02:00;0.08;2.64;0.061;0.014306667;4.409286;5
2023-08-20 02:14:00+02:00;0.08;2.643;0.062;0.013306667;4.409286;5
2023-08-20 02:15:00+02:00;0.08;2.628;0.049;0.014306667;4.409286;5
2023-08-20 02:16:00+02:00;0.08;2.637;0.061;0.013306667;4.409286;5
2023-08-20 02:17:00+02:00;0.08;2.645;0.067;0.014306667;4.409286;5
2023-08-20 02:18:00+02:00;0.08;2.648;0.062;0.014306667;4.409286;5
2023-08-20 02:19:00+02:00;0.08;2.648;0.064;0.015306667;4.409286;5
2023-08-20 02:20:00+02:00;0.08;2.633;0.055;0.015306667;4.409286;5
2023-08-20 02:21:00+02:00;0.08;2.64;0.059;0.015306667;4.409286;5
2023-08-20 02:22:00+02:00;0.08;2.641;0.062;0.015306667;4.409286;5
2023-08-20 02:23:00+02:00;0.08;2.639;0.057;0.014306667;4.409286;5
2023-08-20 02:24:00+02:00;0.08;2.636;0.058;0.012306667;4.409286;5
2023-08-20 02:25:00+02:00;0.08;2.633;0.061;0.010306667;4.409286;5
2023-08-20 02:26:00+02:00;0.08;2.637;0.059;0.012306667;4.409286;5
2023-08-20 02:27:00+02:00;0.08;2.631;0.055;0.012306667;4.409286;5
2023-08-20 02:28:00+02:00;0.08;2.631;0.054;0.014306667;4.409286;5
2023-08-20 02:29:00+02:00;0.08;2.62;0.041;0.014306667;4.409286;5
2023-08-20 02:30:00+02:00;0.08;2.645;0.069;0.016306667;4.409286;5
2023-08-20 02:31:00+02:00;0.08;2.642;0.057;0.015306667;4.409286;5
2023-08-20 02:32:00+02:00;0.08;2.633;0.058;0.014306667;4.409286;5
2023-08-20 02:33:00+02:00;0.08;2.631;0.055;0.014306667;4.409286;5
2023-08-20 02:34:00+02:00;0.08;2.641;0.062;0.015306667;4.409286;5
2023-08-20 02:35:00+02:00;0.08;2.631;0.05;0.013306667;4.409286;5
2023-08-20 02:36:00+02:00;0.08;2.652;0.076;0.016306667;4.409286;5
2023-08-20 02:37:00+02:00;0.08;2.63;0.052;0.014306667;4.409286;5
2023-08-20 02:38:00+02:00;0.08;2.625;0.049;0.012306667;4.409286;5
2023-08-20 02:39:00+02:00;0.08;2.637;0.06;0.013306667;4.409286;5
2023-08-20 02:40:00+02:00;0.08;2.631;0.053;0.012306667;4.409286;5
2023-08-20 02:41:00+02:00;0.08;2.636;0.058;0.012306667;4.409286;5
2023-08-20 02:42:00+02:00;0.08;2.63;0.053;0.014306667;4.409286;5
2023-08-20 02:43:00+02:00;0.08;2.634;0.058;0.014306667;4.409286;5
2023-08-20 02:44:00+02:00;0.1;2.639;0.059;0.014306667;4.409286;6
2023-08-20 02:45:00+02:00;0.1;2.639;0.06;0.013306667;4.409286;6
2023-08-20 02:46:00+02:00;0.1;2.636;0.058;0.013306667;4.409286;6
2023-08-20 02:47:00+02:00;0.1;2.642;0.063;0.013306667;4.409286;6
2023-08-20 02:48:00+02:00;0.1;2.64;0.064;0.011306667;4.409286;6
2023-08-20 02:49:00+02:00;0.1;2.635;0.055;0.013306667;4.409286;6
2023-08-20 02:50:00+02:00;0.08;2.63;0.055;0.013306667;4.409286;5
2023-08-20 02:51:00+02:00;0.08;2.649;0.067;0.015306667;4.409286;5
2023-08-20 02:52:00+02:00;0.08;2.639;0.058;0.015306667;4.409286;5
2023-08-20 02:53:00+02:00;0.08;2.65;0.056;0.016306667;4.409286;5
2023-08-20 02:54:00+02:00;0.08;2.642;0.06;0.014306667;4.409286;5
2023-08-20 02:55:00+02:00;0.08;2.643;0.065;0.012306667;4.409286;5
2023-08-20 02:56:00+02:00;0.08;2.643;0.065;0.011306667;4.409286;5
2023-08-20 02:57:00+02:00;0.08;2.647;0.063;0.013306667;4.409286;5
2023-08-20 02:58:00+02:00;0.08;2.651;0.067;0.014306667;4.409286;5
2023-08-20 02:59:00+02:00;0.08;2.625;0.046;0.013306667;4.409286;5
2023-08-20 03:00:00+02:00;0.08;2.638;0.055;0.014433333;4.409286;5
2023-08-20 03:01:00+02:00;0.08;2.651;0.06;0.014433333;4.409286;5
2023-08-20 03:02:00+02:00;0.08;2.645;0.067;0.014433333;4.409286;5
2023-08-20 03:03:00+02:00;0.08;2.642;0.06;0.014433333;4.409286;5
2023-08-20 03:04:00+02:00;0.08;2.641;0.059;0.014433333;4.409286;5
2023-08-20 03:05:00+02:00;0.08;2.633;0.059;0.014433333;4.409286;5
2023-08-20 03:06:00+02:00;0.08;2.657;0.069;0.015433333;4.409286;5
2023-08-20 03:07:00+02:00;0.08;2.639;0.064;0.013433333;4.409286;5
2023-08-20 03:08:00+02:00;0.08;2.636;0.058;0.013433333;4.409286;5
2023-08-20 03:09:00+02:00;0.08;2.639;0.058;0.014433333;4.409286;5
2023-08-20 03:10:00+02:00;0.08;2.636;0.056;0.013433333;4.409286;5
2023-08-20 03:11:00+02:00;0.08;2.636;0.059;0.012433333;4.409286;5
2023-08-20 03:12:00+02:00;0.08;2.643;0.057;0.012433333;4.409286;5
2023-08-20 03:13:00+02:00;0.08;2.626;0.055;0.011433333;4.409286;5
2023-08-20 03:14:00+02:00;0.08;2.633;0.061;0.011433333;4.409286;5
2023-08-20 03:15:00+02:00;0.08;2.633;0.055;0.012433333;4.409286;5
2023-08-20 03:16:00+02:00;0.08;2.641;0.065;0.012433333;4.409286;5
2023-08-20 03:17:00+02:00;0.08;2.646;0.067;0.013433333;4.409286;5
2023-08-20 03:18:00+02:00;0.08;2.639;0.063;0.013433333;4.409286;5
2023-08-20 03:19:00+02:00;0.08;2.628;0.052;0.013433333;4.409286;5
2023-08-20 03:20:00+02:00;0.08;2.632;0.056;0.013433333;4.409286;5
2023-08-20 03:21:00+02:00;0.08;2.642;0.067;0.014433333;4.409286;5
2023-08-20 03:22:00+02:00;0.08;2.642;0.066;0.013433333;4.409286;5
2023-08-20 03:23:00+02:00;0.08;2.627;0.054;0.012433333;4.409286;5
2023-08-20 03:24:00+02:00;0.08;2.629;0.054;0.012433333;4.409286;5
2023-08-20 03:25:00+02:00;0.08;2.643;0.061;0.013433333;4.409286;5
2023-08-20 03:26:00+02:00;0.08;2.634;0.061;0.013433333;4.409286;5
2023-08-20 03:27:00+02:00;0.08;2.643;0.067;0.014433333;4.409286;5
2023-08-20 03:28:00+02:00;0.08;2.659;0.072;0.016433333;4.409286;5
2023-08-20 03:29:00+02:00;0.08;2.632;0.053;0.014433333;4.409286;5
2023-08-20 03:30:00+02:00;0.08;2.63;0.057;0.013433333;4.409286;5
2023-08-20 03:31:00+02:00;0.1;2.626;0.053;0.013433333;4.409286;6
2023-08-20 03:32:00+02:00;0.1;2.63;0.057;0.013433333;4.409286;6
2023-08-20 03:33:00+02:00;0.1;2.624;0.049;0.013433333;4.409286;6
2023-08-20 03:34:00+02:00;0.1;2.621;0.05;0.013433333;4.409286;6
2023-08-20 03:35:00+02:00;0.08;2.617;0.044;0.013433333;4.409286;5
2023-08-20 03:36:00+02:00;0.08;2.619;0.044;0.012433333;4.409286;5
2023-08-20 03:37:00+02:00;0.08;2.62;0.046;0.011433333;4.409286;5
2023-08-20 03:38:00+02:00;0.08;2.615;0.043;0.010433333;4.409286;5
2023-08-20 03:39:00+02:00;0.08;2.622;0.051;0.010433333;4.409286;5
2023-08-20 03:40:00+02:00;0.08;2.631;0.056;0.011433333;4.409286;5
2023-08-20 03:41:00+02:00;0.08;2.626;0.048;0.011433333;4.409286;5
2023-08-20 03:42:00+02:00;0.08;2.622;0.044;0.012433333;4.409286;5
2023-08-20 03:43:00+02:00;0.08;2.626;0.049;0.013433333;4.409286;5
2023-08-20 03:44:00+02:00;0.08;2.626;0.052;0.012433333;4.409286;5
2023-08-20 03:45:00+02:00;0.1;2.625;0.052;0.011433333;4.409286;6
2023-08-20 03:46:00+02:00;0.1;2.628;0.055;0.011433333;4.409286;6
2023-08-20 03:47:00+02:00;0.1;2.629;0.055;0.011433333;4.409286;6
2023-08-20 03:48:00+02:00;0.1;2.634;0.061;0.012433333;4.409286;6
2023-08-20 03:49:00+02:00;0.1;2.628;0.057;0.010433333;4.409286;6
2023-08-20 03:50:00+02:00;0.08;2.631;0.061;0.011433333;4.409286;5
2023-08-20 03:51:00+02:00;0.08;2.622;0.053;0.009433333;4.409286;5
2023-08-20 03:52:00+02:00;0.08;2.63;0.054;0.010433333;4.409286;5
2023-08-20 03:53:00+02:00;0.08;2.645;0.065;0.012433333;4.409286;5
2023-08-20 03:54:00+02:00;0.08;2.641;0.069;0.012433333;4.409286;5
2023-08-20 03:55:00+02:00;0.08;2.636;0.062;0.012433333;4.409286;5
2023-08-20 03:56:00+02:00;0.08;2.622;0.05;0.011433333;4.409286;5
2023-08-20 03:57:00+02:00;0.08;2.618;0.044;0.012433333;4.409286;5
2023-08-20 03:58:00+02:00;0.08;2.63;0.056;0.013433333;4.409286;5
2023-08-20 03:59:00+02:00;0.08;2.627;0.052;0.013433333;4.409286;5
2023-08-20 04:00:00+02:00;0.1;2.621;0.049;0.013465116;4.409286;6
2023-08-20 04:01:00+02:00;0.1;2.629;0.057;0.012465116;4.409286;6
2023-08-20 04:02:00+02:00;0.1;2.627;0.055;0.011465116;4.409286;6
2023-08-20 04:03:00+02:00;0.1;2.625;0.055;0.009465116;4.409286;6
2023-08-20 04:04:00+02:00;0.1;2.621;0.052;0.009465116;4.409286;6
2023-08-20 04:05:00+02:00;0.08;2.634;0.06;0.010465116;4.409286;5
2023-08-20 04:06:00+02:00;0.08;2.652;0.069;0.013465116;4.409286;5
2023-08-20 04:07:00+02:00;0.08;2.632;0.059;0.012465116;4.409286;5
2023-08-20 04:08:00+02:00;0.08;2.63;0.058;0.012465116;4.409286;5
2023-08-20 04:09:00+02:00;0.08;2.621;0.051;0.012465116;4.409286;5
2023-08-20 04:10:00+02:00;0.08;2.622;0.051;0.012465116;4.409286;5
2023-08-20 04:11:00+02:00;0.08;2.615;0.041;0.012465116;4.409286;5
2023-08-20 04:12:00+02:00;0.08;2.625;0.056;0.012465116;4.409286;5
2023-08-20 04:13:00+02:00;0.08;2.63;0.059;0.012465116;4.409286;5
2023-08-20 04:14:00+02:00;0.08;2.618;0.043;0.013465116;4.409286;5
2023-08-20 04:15:00+02:00;0.08;2.614;0.044;0.011465116;4.409286;5
2023-08-20 04:16:00+02:00;0.08;2.61;0.035;0.011465116;4.409286;5
2023-08-20 04:17:00+02:00;0.08;2.621;0.045;0.013465116;4.409286;5
2023-08-20 04:18:00+02:00;0.08;2.62;0.047;0.012465116;4.409286;5
2023-08-20 04:19:00+02:00;0.08;2.621;0.044;0.012465116;4.409286;5
2023-08-20 04:20:00+02:00;0.08;2.633;0.063;0.014465116;4.409286;5
2023-08-20 04:21:00+02:00;0.08;2.628;0.051;0.014465116;4.409286;5
2023-08-20 04:22:00+02:00;0.08;2.618;0.046;0.011465116;4.409286;5
2023-08-20 04:23:00+02:00;0.08;2.621;0.046;0.012465116;4.409286;5
2023-08-20 04:24:00+02:00;0.08;2.618;0.045;0.011465116;4.409286;5
2023-08-20 04:25:00+02:00;0.08;2.607;0.032;0.010465116;4.409286;5
2023-08-20 04:26:00+02:00;0.08;2.619;0.044;0.010465116;4.409286;5
2023-08-20 04:27:00+02:00;0.08;2.613;0.038;0.011465116;4.409286;5
2023-08-20 04:28:00+02:00;0.08;2.619;0.047;0.010465116;4.409286;5
2023-08-20 04:29:00+02:00;0.08;2.623;0.052;0.011465116;4.409286;5
2023-08-20 04:30:00+02:00;0.08;2.643;0.065;0.012465116;4.409286;5
2023-08-20 04:31:00+02:00;0.1;2.66;0.072;0.013465116;4.409286;6
2023-08-20 04:32:00+02:00;0.1;2.623;0.048;0.009465116;4.409286;6
2023-08-20 04:33:00+02:00;0.1;2.616;0.043;0.009465116;4.409286;6
2023-08-20 04:34:00+02:00;0.1;2.621;0.049;0.010465116;4.409286;6
2023-08-20 04:35:00+02:00;0.08;2.608;0.036;0.010465116;4.409286;5
2023-08-20 04:36:00+02:00;0.08;2.621;0.042;0.012465116;4.409286;5
2023-08-20 04:37:00+02:00;0.08;2.616;0.042;0.012465116;4.409286;5
2023-08-20 04:38:00+02:00;0.08;2.621;0.046;0.011465116;4.409286;5
2023-08-20 04:39:00+02:00;0.08;2.616;0.041;0.011465116;4.409286;5
2023-08-20 04:40:00+02:00;0.08;2.618;0.045;0.011465116;4.409286;5
2023-08-20 04:41:00+02:00;0.08;2.617;0.04;0.011465116;4.409286;5
2023-08-20 04:42:00+02:00;0.08;2.607;0.036;0.009465116;4.409286;5
2023-08-20 04:43:00+02:00;0.08;2.605;0.032;0.008465116;4.409286;5
2023-08-20 04:44:00+02:00;0.08;2.604;0.031;0.008465116;4.409286;5
2023-08-20 04:45:00+02:00;0.1;2.608;0.035;0.008465116;4.409286;6
2023-08-20 04:46:00+02:00;0.1;2.613;0.043;0.010465116;4.409286;6
2023-08-20 04:47:00+02:00;0.1;2.612;0.041;0.011465116;4.409286;6
2023-08-20 04:48:00+02:00;0.1;2.608;0.033;0.011465116;4.409286;6
2023-08-20 04:49:00+02:00;0.1;2.627;0.052;0.012465116;4.409286;6
2023-08-20 04:50:00+02:00;0.08;2.61;0.036;0.010465116;4.409286;5
2023-08-20 04:51:00+02:00;0.08;2.609;0.037;0.010465116;4.409286;5
2023-08-20 04:52:00+02:00;0.08;2.616;0.045;0.011465116;4.409286;5
2023-08-20 04:53:00+02:00;0.08;2.611;0.04;0.010465116;4.409286;5
2023-08-20 04:54:00+02:00;0.08;2.612;0.042;0.009465116;4.409286;5
2023-08-20 04:55:00+02:00;0.08;2.608;0.037;0.008465116;4.409286;5
2023-08-20 04:56:00+02:00;0.08;2.61;0.041;0.008465116;4.409286;5
2023-08-20 04:57:00+02:00;0.08;2.607;0.035;0.009465116;4.409286;5
2023-08-20 04:58:00+02:00;0.08;2.603;0.027;0.010465116;4.409286;5
2023-08-20 04:59:00+02:00;0.08;2.598;0.021;0.010465116;4.409286;5
2023-08-20 05:00:00+02:00;0.08;2.602;0.026;0.010866667;4.409286;5
2023-08-20 05:01:00+02:00;0.1;2.611;0.04;0.010866667;4.409286;6
2023-08-20 05:02:00+02:00;0.08;2.61;0.044;0.008866667;4.409286;5
2023-08-20 05:03:00+02:00;0.08;2.606;0.035;0.008866667;4.409286;5
2023-08-20 05:04:00+02:00;0.08;2.605;0.035;0.007866667;4.409286;5
2023-08-20 05:05:00+02:00;0.08;2.611;0.042;0.006866667;4.409286;5
2023-08-20 05:06:00+02:00;0.08;2.603;0.035;0.006866667;4.409286;5
2023-08-20 05:07:00+02:00;0.08;2.606;0.038;0.006866667;4.409286;5
2023-08-20 05:08:00+02:00;0.08;2.605;0.036;0.007866667;4.409286;5
2023-08-20 05:09:00+02:00;0.08;2.611;0.044;0.008866667;4.409286;5
2023-08-20 05:10:00+02:00;0.08;2.605;0.031;0.008866667;4.409286;5
2023-08-20 05:11:00+02:00;0.08;2.609;0.037;0.010866667;4.409286;5
2023-08-20 05:12:00+02:00;0.08;2.609;0.035;0.011866667;4.409286;5
2023-08-20 05:13:00+02:00;0.08;2.61;0.038;0.012866667;4.409286;5
2023-08-20 05:14:00+02:00;0.08;2.61;0.037;0.011866667;4.409286;5
2023-08-20 05:15:00+02:00;0.08;2.607;0.033;0.009866667;4.409286;5
2023-08-20 05:16:00+02:00;0.08;2.605;0.036;0.008866667;4.409286;5
2023-08-20 05:17:00+02:00;0.08;2.6;0.029;0.007866667;4.409286;5
2023-08-20 05:18:00+02:00;0.08;2.599;0.03;0.006866667;4.409286;5
2023-08-20 05:19:00+02:00;0.08;2.595;0.024;0.005866667;4.409286;5
2023-08-20 05:20:00+02:00;0.08;2.599;0.03;0.006866667;4.409286;5
2023-08-20 05:21:00+02:00;0.08;2.597;0.026;0.007866667;4.409286;5
2023-08-20 05:22:00+02:00;0.08;2.598;0.022;0.008866667;4.409286;5
2023-08-20 05:23:00+02:00;0.08;2.599;0.024;0.008866667;4.409286;5
2023-08-20 05:24:00+02:00;0.08;2.604;0.034;0.009866667;4.409286;5
2023-08-20 05:25:00+02:00;0.08;2.604;0.029;0.010866667;4.409286;5
2023-08-20 05:26:00+02:00;0.08;2.62;0.043;0.010866667;4.409286;5
2023-08-20 05:27:00+02:00;0.08;2.609;0.034;0.009866667;4.409286;5
2023-08-20 05:28:00+02:00;0.08;2.604;0.029;0.009866667;4.409286;5
2023-08-20 05:29:00+02:00;0.08;2.61;0.037;0.010866667;4.409286;5
