timestamp,Packet loss %:ALL:SD:AVG:percentage,Delay (avg):ALL:SD:AVG:millisecond,Jitter (avg):ALL:SD:AVG:millisecond,Congestion:ALL:SD:AVG:millisecond,MOS:TWAMP:SD:AVG:number,RX,TX
2023-08-20 00:00:00+02:00,0.0,2.631,0.053,0.0110266666666666,4.409286,3491398.583333333,545.0833333333334
2023-08-20 00:01:00+02:00,0.0,2.623,0.047,0.0090266666666666,4.409286,3491446.5,545.0
2023-08-20 00:02:00+02:00,0.0,2.629,0.047,0.0090266666666666,4.409286,3487340.333333333,545.3333333333334
2023-08-20 00:03:00+02:00,0.0,2.634,0.055,0.0090266666666666,4.409286,3507826.75,545.0833333333334
2023-08-20 00:04:00+02:00,0.0,2.63,0.054,0.0100266666666666,4.409286,3486431.583333333,544.9166666666666
2023-08-20 00:05:00+02:00,0.0,2.627,0.053,0.0100266666666666,4.409286,3508701.4166666665,545.0
2023-08-20 00:06:00+02:00,0.0,2.632,0.056,0.0100266666666666,4.409286,3499967.25,545.0
2023-08-20 00:07:00+02:00,0.0,2.631,0.051,0.0110266666666666,4.409286,3498516.6666666665,528.6666666666666
2023-08-20 00:08:00+02:00,0.0,2.632,0.059,0.0100266666666666,4.409286,3479213.75,545.1666666666666
2023-08-20 00:09:00+02:00,0.0,2.628,0.055,0.0100266666666666,4.409286,3512903.333333333,545.0833333333334
2023-08-20 00:10:00+02:00,0.0,2.626,0.049,0.0100266666666666,4.409286,3496720.0,545.1666666666666
2023-08-20 00:11:00+02:00,0.0,2.631,0.055,0.0110266666666666,4.409286,3503200.75,545.25
2023-08-20 00:12:00+02:00,0.0,2.628,0.053,0.0100266666666666,4.409286,3476299.5,545.0833333333334
2023-08-20 00:13:00+02:00,0.0,2.627,0.053,0.0110266666666666,4.409286,3510739.333333333,528.9166666666666
2023-08-20 00:14:00+02:00,0.0,2.63,0.055,0.0110266666666666,4.409286,3490507.75,545.1666666666666
2023-08-20 00:15:00+02:00,0.0,2.638,0.06,0.0110266666666666,4.409286,3522370.333333333,545.1666666666666
2023-08-20 00:16:00+02:00,0.0,2.631,0.056,0.0110266666666666,4.409286,3498294.1666666665,545.4166666666666
2023-08-20 00:17:00+02:00,0.0,2.631,0.051,0.0110266666666666,4.409286,3481553.5,545.1666666666666
2023-08-20 00:18:00+02:00,0.0,2.64,0.06,0.0110266666666666,4.409286,3509761.9166666665,545.1666666666666
2023-08-20 00:19:00+02:00,0.0,2.643,0.062,0.0110266666666666,4.409286,3474494.4166666665,545.4166666666666
2023-08-20 00:20:00+02:00,0.0,2.633,0.052,0.0100266666666666,4.409286,3498322.0,545.1666666666666
2023-08-20 00:21:00+02:00,0.0,2.631,0.052,0.0100266666666666,4.409286,3478208.5,527.5833333333334
2023-08-20 00:22:00+02:00,0.0,2.639,0.059,0.0100266666666666,4.409286,3506288.833333333,545.0
2023-08-20 00:23:00+02:00,0.0,2.639,0.062,0.0110266666666666,4.409286,3468844.0,544.1666666666666
2023-08-20 00:24:00+02:00,0.0,2.64,0.061,0.0130266666666666,4.409286,3490474.4166666665,544.1666666666666
2023-08-20 00:25:00+02:00,0.0,2.645,0.059,0.0110266666666666,4.409286,3475550.6666666665,543.5
2023-08-20 00:26:00+02:00,0.0,2.643,0.063,0.0110266666666666,4.409286,3505397.5,544.0
2023-08-20 00:27:00+02:00,0.0,2.638,0.057,0.0130266666666666,4.409286,3466072.1666666665,545.6666666666666
2023-08-20 00:28:00+02:00,0.0,2.64,0.061,0.0130266666666666,4.409286,3491600.833333333,544.9166666666666
2023-08-20 00:29:00+02:00,0.0,2.635,0.058,0.0120266666666666,4.409286,3473450.0,528.75
2023-08-20 00:30:00+02:00,0.0,2.637,0.06,0.0120266666666666,4.409286,3500475.083333333,545.8333333333334
2023-08-20 00:31:00+02:00,0.0,2.634,0.058,0.0120266666666666,4.409286,3469736.75,545.1666666666666
2023-08-20 00:32:00+02:00,0.0,2.631,0.056,0.0090266666666666,4.409286,3485884.583333333,545.1666666666666
2023-08-20 00:33:00+02:00,0.0,2.629,0.054,0.0100266666666666,4.409286,3481985.25,545.0
2023-08-20 00:34:00+02:00,0.0,2.633,0.058,0.0110266666666666,4.409286,3500073.833333333,544.3333333333334
2023-08-20 00:35:00+02:00,0.0,2.635,0.063,0.0090266666666666,4.409286,3472961.1666666665,545.0833333333334
2023-08-20 00:36:00+02:00,0.0,2.633,0.061,0.0090266666666666,4.409286,3485689.9166666665,545.0
2023-08-20 00:37:00+02:00,0.0,2.632,0.058,0.0080266666666666,4.409286,3488023.75,528.75
2023-08-20 00:38:00+02:00,0.0,2.628,0.055,0.0080266666666666,4.409286,3502704.333333333,545.0833333333334
2023-08-20 00:39:00+02:00,0.0,2.63,0.056,0.0100266666666666,4.409286,3483479.333333333,545.1666666666666
2023-08-20 00:40:00+02:00,0.0,2.628,0.053,0.0110266666666666,4.409286,3489721.4166666665,544.4166666666666
2023-08-20 00:41:00+02:00,0.0,2.632,0.056,0.0110266666666666,4.409286,3491133.083333333,545.0833333333334
2023-08-20 00:42:00+02:00,0.0,2.623,0.051,0.0090266666666666,4.409286,3504279.25,528.5
2023-08-20 00:43:00+02:00,0.0,2.629,0.056,0.0100266666666666,4.409286,3484837.833333333,546.0833333333334
2023-08-20 00:44:00+02:00,0.0,2.63,0.055,0.0100266666666666,4.409286,3497059.25,545.1666666666666
2023-08-20 00:45:00+02:00,0.0,2.623,0.049,0.0100266666666666,4.409286,3486667.0,544.6666666666666
2023-08-20 00:46:00+02:00,0.0,2.629,0.054,0.0120266666666666,4.409286,3504584.0,544.9166666666666
2023-08-20 00:47:00+02:00,0.0,2.633,0.06,0.0110266666666666,4.409286,3477694.9166666665,545.1666666666666
2023-08-20 00:48:00+02:00,0.0,2.627,0.052,0.0110266666666666,4.409286,3497185.333333333,545.0
2023-08-20 00:49:00+02:00,0.0,2.636,0.054,0.0110266666666666,4.409286,3506225.0,545.0
2023-08-20 00:50:00+02:00,0.0,2.627,0.05,0.0110266666666666,4.409286,3509305.1666666665,528.4166666666666
2023-08-20 00:51:00+02:00,0.0,2.635,0.053,0.0120266666666666,4.409286,3481470.25,545.25
2023-08-20 00:52:00+02:00,0.0,2.639,0.062,0.0110266666666666,4.409286,3495389.083333333,545.1666666666666
2023-08-20 00:53:00+02:00,0.0,2.63,0.058,0.0100266666666666,4.409286,3488506.083333333,545.1666666666666
2023-08-20 00:54:00+02:00,0.0,2.632,0.054,0.0110266666666666,4.409286,3500897.1666666665,545.1666666666666
2023-08-20 00:55:00+02:00,0.0,2.631,0.054,0.0110266666666666,4.409286,3483770.083333333,545.1666666666666
2023-08-20 00:56:00+02:00,0.0,2.622,0.047,0.0110266666666666,4.409286,3482687.6666666665,545.0833333333334
2023-08-20 00:57:00+02:00,0.0,2.623,0.046,0.0100266666666666,4.409286,3482575.5,545.0833333333334
2023-08-20 00:58:00+02:00,0.0,2.627,0.047,0.0120266666666666,4.409286,3492917.5,545.0
2023-08-20 00:59:00+02:00,0.0,2.621,0.045,0.0110266666666666,4.409286,3477503.1666666665,545.0
2023-08-20 01:00:00+02:00,0.0,2.636,0.061,0.0129901639344261,4.409286,3477893.0,545.0
2023-08-20 01:01:00+02:00,0.0,2.622,0.051,0.0109901639344261,4.409286,3488140.25,528.6666666666666
2023-08-20 01:02:00+02:00,0.0,2.615,0.042,0.0099901639344261,4.409286,3490899.083333333,545.1666666666666
2023-08-20 01:03:00+02:00,0.0,2.614,0.041,0.0089901639344261,4.409286,3479039.5,545.0833333333334
2023-08-20 01:04:00+02:00,0.0,2.623,0.05,0.0099901639344261,4.409286,3478320.25,545.1666666666666
2023-08-20 01:05:00+02:00,0.0,2.632,0.052,0.0129901639344261,4.409286,3489665.833333333,545.0
2023-08-20 01:06:00+02:00,0.0,2.626,0.051,0.0119901639344261,4.409286,3488380.6666666665,545.0
2023-08-20 01:07:00+02:00,0.0,2.634,0.056,0.0129901639344261,4.409286,3481752.5,545.0833333333334
2023-08-20 01:08:00+02:00,0.0,2.626,0.05,0.0119901639344261,4.409286,3477003.0,545.1666666666666
2023-08-20 01:09:00+02:00,0.0,2.617,0.042,0.0099901639344261,4.409286,3488734.583333333,528.4166666666666
2023-08-20 01:10:00+02:00,0.0,2.632,0.052,0.0109901639344261,4.409286,3487622.75,545.0
2023-08-20 01:11:00+02:00,0.0,2.625,0.049,0.0129901639344261,4.409286,3487359.083333333,545.0
2023-08-20 01:12:00+02:00,0.0,2.623,0.049,0.0119901639344261,4.409286,3485975.9166666665,545.1666666666666
2023-08-20 01:13:00+02:00,0.0,2.631,0.055,0.0129901639344261,4.409286,3491353.1666666665,545.1666666666666
2023-08-20 01:14:00+02:00,0.0,2.635,0.057,0.0129901639344261,4.409286,3495151.25,545.1666666666666
2023-08-20 01:15:00+02:00,0.0,2.63,0.055,0.0119901639344261,4.409286,3483848.333333333,545.9166666666666
2023-08-20 01:16:00+02:00,0.0,2.635,0.058,0.0129901639344261,4.409286,3481818.75,545.1666666666666
2023-08-20 01:17:00+02:00,0.0,2.631,0.053,0.0129901639344261,4.409286,3500712.5,545.0
2023-08-20 01:18:00+02:00,0.0,2.637,0.056,0.0149901639344261,4.409286,3490738.4166666665,545.0833333333334
2023-08-20 01:19:00+02:00,0.0,2.628,0.05,0.0139901639344261,4.409286,3486163.4166666665,528.0
2023-08-20 01:20:00+02:00,0.0,2.63,0.051,0.0129901639344261,4.409286,3479983.083333333,545.0833333333334
2023-08-20 01:21:00+02:00,0.0,2.636,0.057,0.0129901639344261,4.409286,3492610.4166666665,545.1666666666666
2023-08-20 01:22:00+02:00,0.0,2.646,0.066,0.0129901639344261,4.409286,3508700.9166666665,545.1666666666666
2023-08-20 01:23:00+02:00,0.0,2.632,0.053,0.0129901639344261,4.409286,3497463.333333333,545.0833333333334
2023-08-20 01:24:00+02:00,0.0,2.623,0.045,0.0129901639344261,4.409286,3478772.1666666665,545.1666666666666
2023-08-20 01:25:00+02:00,0.0,2.616,0.038,0.0129901639344261,4.409286,3499023.75,545.0
2023-08-20 01:26:00+02:00,0.0,2.62,0.04,0.0129901639344261,4.409286,3485165.833333333,528.4166666666666
2023-08-20 01:27:00+02:00,0.0,2.623,0.045,0.0129901639344261,4.409286,3489154.333333333,545.0833333333334
2023-08-20 01:28:00+02:00,0.0,2.631,0.055,0.0139901639344261,4.409286,3478915.4166666665,545.25
2023-08-20 01:29:00+02:00,0.0,2.625,0.045,0.0129901639344261,4.409286,3499283.4166666665,545.0833333333334
2023-08-20 01:30:00+02:00,0.0,2.626,0.052,0.0119901639344261,4.409286,3478153.25,545.0833333333334
