timestamp,Packet loss %:ALL:SD:AVG:percentage,Delay (avg):ALL:SD:AVG:millisecond,Jitter (avg):ALL:SD:AVG:millisecond,Congestion:ALL:SD:AVG:millisecond,MOS:TWAMP:SD:AVG:number,Memory %
2023-08-20 00:00:00+02:00,0.08,2.631,0.053,0.011026667,4.409286,50.15752691889956
2023-08-20 00:01:00+02:00,0.08,2.623,0.047,0.009026667,4.409286,50.155391305409005
2023-08-20 00:02:00+02:00,0.08,2.629,0.047,0.009026667,4.409286,50.15198449341214
2023-08-20 00:03:00+02:00,0.1,2.634,0.055,0.009026667,4.409286,50.15889981328636
2023-08-20 00:04:00+02:00,0.1,2.63,0.054,0.010026667,4.409286,50.16637446050335
2023-08-20 00:05:00+02:00,0.08,2.627,0.053,0.010026667,4.409286,50.16912024927694
2023-08-20 00:06:00+02:00,0.08,2.632,0.056,0.010026667,4.409286,50.13128938172973
2023-08-20 00:07:00+02:00,0.08,2.631,0.051,0.011026667,4.409286,50.11984859517311
2023-08-20 00:08:00+02:00,0.08,2.632,0.059,0.010026667,4.409286,50.14664545968572
2023-08-20 00:09:00+02:00,0.08,2.628,0.055,0.010026667,4.409286,50.14578104470144
2023-08-20 00:10:00+02:00,0.08,2.626,0.049,0.010026667,4.409286,50.14578104470144
2023-08-20 00:11:00+02:00,0.08,2.631,0.055,0.011026667,4.409286,50.144458998254905
2023-08-20 00:12:00+02:00,0.08,2.628,0.053,0.010026667,4.409286,50.14705224320773
2023-08-20 00:13:00+02:00,0.08,2.627,0.053,0.011026667,4.409286,50.14476408589641
2023-08-20 00:14:00+02:00,0.08,2.63,0.055,0.011026667,4.409286,50.15091668666686
2023-08-20 00:15:00+02:00,0.08,2.638,0.06,0.011026667,4.409286,50.14171320948131
2023-08-20 00:16:00+02:00,0.08,2.631,0.056,0.011026667,4.409286,50.15284890839642
2023-08-20 00:17:00+02:00,0.08,2.631,0.051,0.011026667,4.409286,50.14512002147817
2023-08-20 00:18:00+02:00,0.08,2.64,0.06,0.011026667,4.409286,50.1443573023744
2023-08-20 00:19:00+02:00,0.08,2.643,0.062,0.011026667,4.409286,50.12320455922972
2023-08-20 00:20:00+02:00,0.08,2.633,0.052,0.010026667,4.409286,50.13525552106936
2023-08-20 00:21:00+02:00,0.08,2.631,0.052,0.010026667,4.409286,50.12874698471714
2023-08-20 00:22:00+02:00,0.08,2.639,0.059,0.010026667,4.409286,50.12925546411966
2023-08-20 00:23:00+02:00,0.08,2.639,0.062,0.011026667,4.409286,50.24483283231162
2023-08-20 00:24:00+02:00,0.08,2.64,0.061,0.013026667,4.409286,50.25220578364812
2023-08-20 00:25:00+02:00,0.08,2.645,0.059,0.011026667,4.409286,50.25454478889969
2023-08-20 00:26:00+02:00,0.08,2.643,0.063,0.011026667,4.409286,50.25490072448145
2023-08-20 00:27:00+02:00,0.08,2.638,0.057,0.013026667,4.409286,50.249307451053774
2023-08-20 00:28:00+02:00,0.08,2.64,0.061,0.013026667,4.409286,50.237917512437406
2023-08-20 00:29:00+02:00,0.08,2.635,0.058,0.012026667,4.409286,50.230290321399664
2023-08-20 00:30:00+02:00,0.08,2.637,0.06,0.012026667,4.409286,50.17512030622664
2023-08-20 00:31:00+02:00,0.08,2.634,0.058,0.012026667,4.409286,50.17039144778324
2023-08-20 00:32:00+02:00,0.08,2.631,0.056,0.009026667,4.409286,50.16805244253166
2023-08-20 00:33:00+02:00,0.08,2.629,0.054,0.010026667,4.409286,50.170238903962485
2023-08-20 00:34:00+02:00,0.08,2.633,0.058,0.011026667,4.409286,50.15330653985869
2023-08-20 00:35:00+02:00,0.08,2.635,0.063,0.009026667,4.409286,50.14486578177692
2023-08-20 00:36:00+02:00,0.08,2.633,0.061,0.009026667,4.409286,50.15300145221717
2023-08-20 00:37:00+02:00,0.08,2.632,0.058,0.008026667,4.409286,50.14867937729578
2023-08-20 00:38:00+02:00,0.08,2.628,0.055,0.008026667,4.409286,50.14186575330206
2023-08-20 00:39:00+02:00,0.08,2.63,0.056,0.010026667,4.409286,50.15330653985869
2023-08-20 00:40:00+02:00,0.08,2.628,0.053,0.011026667,4.409286,50.12656052328632
2023-08-20 00:41:00+02:00,0.08,2.632,0.056,0.011026667,4.409286,50.14700139526747
2023-08-20 00:42:00+02:00,0.08,2.623,0.051,0.009026667,4.409286,50.15193364547189
2023-08-20 00:43:00+02:00,0.08,2.629,0.056,0.010026667,4.409286,50.1490861608178
2023-08-20 00:44:00+02:00,0.08,2.63,0.055,0.010026667,4.409286,50.36900350240613
2023-08-20 00:45:00+02:00,0.1,2.623,0.049,0.010026667,4.409286,50.353850816211136
2023-08-20 00:46:00+02:00,0.1,2.629,0.054,0.012026667,4.409286,50.35415590385265
2023-08-20 00:47:00+02:00,0.1,2.633,0.06,0.011026667,4.409286,50.35608812558221
2023-08-20 00:48:00+02:00,0.1,2.627,0.052,0.011026667,4.409286,50.34144391878974
2023-08-20 00:49:00+02:00,0.1,2.636,0.054,0.011026667,4.409286,50.36213903047215
2023-08-20 00:50:00+02:00,0.08,2.627,0.05,0.011026667,4.409286,50.37841037135268
2023-08-20 00:51:00+02:00,0.08,2.635,0.053,0.012026667,4.409286,50.34556260195012
2023-08-20 00:52:00+02:00,0.08,2.639,0.062,0.011026667,4.409286,50.15920490092788
2023-08-20 00:53:00+02:00,0.08,2.63,0.058,0.010026667,4.409286,50.16718802754738
2023-08-20 00:54:00+02:00,0.08,2.632,0.054,0.011026667,4.409286,50.15798455036183
2023-08-20 00:55:00+02:00,0.08,2.631,0.054,0.011026667,4.409286,50.163018496446746
2023-08-20 00:56:00+02:00,0.08,2.622,0.047,0.011026667,4.409286,50.163018496446746
2023-08-20 00:57:00+02:00,0.08,2.623,0.046,0.010026667,4.409286,50.15589978481152
2023-08-20 00:58:00+02:00,0.08,2.627,0.047,0.012026667,4.409286,50.1537133233807
2023-08-20 00:59:00+02:00,0.08,2.621,0.045,0.011026667,4.409286,50.16230662528323
2023-08-20 01:00:00+02:00,0.08,2.636,0.061,0.012990164,4.409286,50.16795074665116
2023-08-20 01:01:00+02:00,0.08,2.622,0.051,0.010990164,4.409286,50.16840837811342
2023-08-20 01:02:00+02:00,0.08,2.615,0.042,0.009990164,4.409286,50.18274749726438
2023-08-20 01:03:00+02:00,0.08,2.614,0.041,0.008990164,4.409286,50.16510326199707
2023-08-20 01:04:00+02:00,0.08,2.623,0.05,0.009990164,4.409286,50.16993381632096
2023-08-20 01:05:00+02:00,0.08,2.632,0.052,0.012990164,4.409286,50.15910320504737
2023-08-20 01:06:00+02:00,0.08,2.626,0.051,0.011990164,4.409286,50.1585438777046
2023-08-20 01:07:00+02:00,0.08,2.634,0.056,0.012990164,4.409286,50.14893361699704
2023-08-20 01:08:00+02:00,0.08,2.626,0.05,0.011990164,4.409286,50.1584421818241
2023-08-20 01:09:00+02:00,0.08,2.617,0.042,0.009990164,4.409286,50.1692727930977
2023-08-20 01:10:00+02:00,0.08,2.632,0.052,0.010990164,4.409286,50.16093373089643
2023-08-20 01:11:00+02:00,0.08,2.625,0.049,0.012990164,4.409286,50.16744226724864
2023-08-20 01:12:00+02:00,0.08,2.623,0.049,0.011990164,4.409286,50.170137208081975
2023-08-20 01:13:00+02:00,0.08,2.631,0.055,0.012990164,4.409286,50.17196773393104
2023-08-20 01:14:00+02:00,0.08,2.635,0.057,0.012990164,4.409286,50.137645374261176
2023-08-20 01:15:00+02:00,0.08,2.63,0.055,0.011990164,4.409286,50.16220492940272
2023-08-20 01:16:00+02:00,0.08,2.635,0.058,0.012990164,4.409286,50.15742522301907
2023-08-20 01:17:00+02:00,0.08,2.631,0.053,0.012990164,4.409286,50.14613698028321
2023-08-20 01:18:00+02:00,0.08,2.637,0.056,0.014990164,4.409286,50.26481607283052
2023-08-20 01:19:00+02:00,0.08,2.628,0.05,0.013990164,4.409286,50.261205869072654
2023-08-20 01:20:00+02:00,0.08,2.63,0.051,0.012990164,4.409286,50.26985001891543
2023-08-20 01:21:00+02:00,0.08,2.636,0.057,0.012990164,4.409286,50.266443206918574
2023-08-20 01:22:00+02:00,0.08,2.646,0.066,0.012990164,4.409286,50.275697532044376
2023-08-20 01:23:00+02:00,0.08,2.632,0.053,0.012990164,4.409286,50.26812118894688
2023-08-20 01:24:00+02:00,0.08,2.623,0.045,0.012990164,4.409286,50.27173139270474
2023-08-20 01:25:00+02:00,0.08,2.616,0.038,0.012990164,4.409286,50.268019493066376
2023-08-20 01:26:00+02:00,0.08,2.62,0.04,0.012990164,4.409286,50.16708633166688
2023-08-20 01:27:00+02:00,0.08,2.623,0.045,0.012990164,4.409286,50.16291680056624
2023-08-20 01:28:00+02:00,0.08,2.631,0.055,0.013990164,4.409286,50.16942533691845
2023-08-20 01:29:00+02:00,0.08,2.625,0.045,0.012990164,4.409286,50.37927478633696
2023-08-20 01:30:00+02:00,0.1,2.626,0.052,0.011990164,4.409286,50.18523904633672
2023-08-20 01:31:00+02:00,0.1,2.627,0.051,0.012990164,4.409286,50.17852711822349
2023-08-20 01:32:00+02:00,0.08,2.639,0.061,0.013990164,4.409286,50.17969662084928
2023-08-20 01:33:00+02:00,0.08,2.64,0.059,0.014990164,4.409286,50.16967957661971
2023-08-20 01:34:00+02:00,0.08,2.648,0.065,0.013990164,4.409286,50.168204986352414
2023-08-20 01:35:00+02:00,0.08,2.637,0.059,0.012990164,4.409286,50.17196773393104
2023-08-20 01:36:00+02:00,0.08,2.631,0.055,0.013990164,4.409286,50.14064540273603
2023-08-20 01:37:00+02:00,0.08,2.626,0.049,0.011990164,4.409286,50.150560751085095
2023-08-20 01:38:00+02:00,0.08,2.624,0.054,0.010990164,4.409286,50.15432349866372
2023-08-20 01:39:00+02:00,0.08,2.623,0.047,0.011990164,4.409286,50.16225577734297
2023-08-20 01:40:00+02:00,0.08,2.62,0.043,0.011990164,4.409286,50.14573019676119
2023-08-20 01:41:00+02:00,0.08,2.63,0.048,0.012990164,4.409286,50.16586598110083
2023-08-20 01:42:00+02:00,0.08,2.623,0.04,0.012990164,4.409286,50.1583404859436
2023-08-20 01:43:00+02:00,0.08,2.625,0.047,0.013990164,4.409286,50.15940829268888
2023-08-20 01:44:00+02:00,0.08,2.621,0.045,0.012990164,4.409286,50.366257713632535
2023-08-20 01:45:00+02:00,0.1,2.618,0.043,0.010990164,4.409286,50.37795273989041
2023-08-20 01:46:00+02:00,0.1,2.63,0.054,0.011990164,4.409286,50.36951198180864
2023-08-20 01:47:00+02:00,0.1,2.632,0.054,0.012990164,4.409286,50.370986572075935
2023-08-20 01:48:00+02:00,0.1,2.636,0.06,0.011990164,4.409286,50.137238590739166
2023-08-20 01:49:00+02:00,0.1,2.629,0.053,0.012990164,4.409286,50.16342527996876
2023-08-20 01:50:00+02:00,0.08,2.636,0.056,0.012990164,4.409286,50.15884896534612
2023-08-20 01:51:00+02:00,0.08,2.629,0.049,0.010990164,4.409286,50.17125586276752
2023-08-20 01:52:00+02:00,0.08,2.64,0.058,0.010990164,4.409286,50.15920490092788
2023-08-20 01:53:00+02:00,0.08,2.651,0.06,0.013990164,4.409286,50.17039144778324
2023-08-20 01:54:00+02:00,0.08,2.643,0.062,0.012990164,4.409286,50.16332358408826
2023-08-20 01:55:00+02:00,0.08,2.633,0.062,0.011990164,4.409286,50.167289723427885
2023-08-20 01:56:00+02:00,0.08,2.624,0.047,0.012990164,4.409286,50.168255834292665
2023-08-20 01:57:00+02:00,0.08,2.634,0.056,0.013990164,4.409286,50.165408349638575
2023-08-20 01:58:00+02:00,0.08,2.632,0.055,0.011990164,4.409286,50.166323612563104
2023-08-20 01:59:00+02:00,0.08,2.628,0.051,0.010990164,4.409286,50.16439139083354
2023-08-20 02:00:00+02:00,0.1,2.639,0.062,0.015306667,4.409286,50.18178138639961
2023-08-20 02:01:00+02:00,0.1,2.631,0.055,0.014306667,4.409286,50.169069401336685
2023-08-20 02:02:00+02:00,0.1,2.63,0.057,0.014306667,4.409286,50.17445928300336
2023-08-20 02:03:00+02:00,0.1,2.637,0.055,0.016306667,4.409286,50.17186603805053
2023-08-20 02:04:00+02:00,0.1,2.636,0.061,0.014306667,4.409286,50.17313723655682
2023-08-20 02:05:00+02:00,0.08,2.63,0.056,0.012306667,4.409286,50.17191688599078
2023-08-20 02:06:00+02:00,0.08,2.642,0.063,0.014306667,4.409286,50.17273045303481
2023-08-20 02:07:00+02:00,0.08,2.632,0.055,0.013306667,4.409286,50.16352697584926
2023-08-20 02:08:00+02:00,0.08,2.632,0.055,0.013306667,4.409286,50.17761185529896
2023-08-20 02:09:00+02:00,0.08,2.637,0.055,0.014306667,4.409286,50.191493342987656
2023-08-20 02:10:00+02:00,0.08,2.645,0.064,0.015306667,4.409286,50.15112007842786
2023-08-20 02:11:00+02:00,0.08,2.635,0.063,0.014306667,4.409286,50.16357782378952
2023-08-20 02:12:00+02:00,0.08,2.636,0.061,0.014306667,4.409286,50.17054399160399
2023-08-20 02:13:00+02:00,0.08,2.64,0.061,0.014306667,4.409286,50.27585007586512
2023-08-20 02:14:00+02:00,0.08,2.643,0.062,0.013306667,4.409286,50.26776525336511
2023-08-20 02:15:00+02:00,0.08,2.628,0.049,0.014306667,4.409286,50.26252791551919
2023-08-20 02:16:00+02:00,0.08,2.637,0.061,0.013306667,4.409286,50.26847712452864
2023-08-20 02:17:00+02:00,0.08,2.645,0.067,0.014306667,4.409286,50.2686296683494
2023-08-20 02:18:00+02:00,0.08,2.648,0.062,0.014306667,4.409286,50.27157884888399
2023-08-20 02:19:00+02:00,0.08,2.648,0.064,0.015306667,4.409286,50.27961282344376
2023-08-20 02:20:00+02:00,0.08,2.633,0.055,0.015306667,4.409286,50.280833174009786
2023-08-20 02:21:00+02:00,0.08,2.64,0.059,0.015306667,4.409286,50.25866347206007
2023-08-20 02:22:00+02:00,0.08,2.641,0.062,0.015306667,4.409286,50.15040820726434
2023-08-20 02:23:00+02:00,0.08,2.639,0.057,0.014306667,4.409286,50.16688293990587
2023-08-20 02:24:00+02:00,0.08,2.636,0.058,0.012306667,4.409286,50.17603556915117
2023-08-20 02:25:00+02:00,0.08,2.633,0.061,0.010306667,4.409286,50.17664574443419
2023-08-20 02:26:00+02:00,0.08,2.637,0.059,0.012306667,4.409286,50.17735761559771
2023-08-20 02:27:00+02:00,0.08,2.631,0.055,0.012306667,4.409286,50.17298469273607
2023-08-20 02:28:00+02:00,0.08,2.631,0.054,0.014306667,4.409286,50.15940829268888
2023-08-20 02:29:00+02:00,0.08,2.62,0.041,0.014306667,4.409286,50.149442096399554
2023-08-20 02:30:00+02:00,0.08,2.645,0.069,0.016306667,4.409286,50.16566258933983
2023-08-20 02:31:00+02:00,0.08,2.642,0.057,0.015306667,4.409286,50.17323893243733
2023-08-20 02:32:00+02:00,0.08,2.633,0.058,0.014306667,4.409286,50.17512030622664
2023-08-20 02:33:00+02:00,0.08,2.631,0.055,0.014306667,4.409286,50.1539167151417
2023-08-20 02:34:00+02:00,0.08,2.641,0.062,0.015306667,4.409286,50.15259466869516
2023-08-20 02:35:00+02:00,0.08,2.631,0.05,0.013306667,4.409286,50.16866261781468
2023-08-20 02:36:00+02:00,0.08,2.652,0.076,0.016306667,4.409286,50.16525580581782
2023-08-20 02:37:00+02:00,0.08,2.63,0.052,0.014306667,4.409286,50.17278130097505
2023-08-20 02:38:00+02:00,0.08,2.625,0.049,0.012306667,4.409286,50.166933787846126
2023-08-20 02:39:00+02:00,0.08,2.637,0.06,0.013306667,4.409286,50.163882911431024
2023-08-20 02:40:00+02:00,0.08,2.631,0.053,0.012306667,4.409286,50.16413715113228
2023-08-20 02:41:00+02:00,0.08,2.636,0.058,0.012306667,4.409286,50.162967648506495
2023-08-20 02:42:00+02:00,0.08,2.63,0.053,0.014306667,4.409286,50.17161179834927
2023-08-20 02:43:00+02:00,0.08,2.634,0.058,0.014306667,4.409286,50.17837457440274
2023-08-20 02:44:00+02:00,0.1,2.639,0.059,0.014306667,4.409286,50.26303639492171
2023-08-20 02:45:00+02:00,0.1,2.639,0.06,0.013306667,4.409286,50.171560950409024
2023-08-20 02:46:00+02:00,0.1,2.636,0.058,0.013306667,4.409286,50.17878135792475
2023-08-20 02:47:00+02:00,0.1,2.642,0.063,0.013306667,4.409286,50.1615947541197
2023-08-20 02:48:00+02:00,0.1,2.64,0.064,0.011306667,4.409286,50.16291680056624
2023-08-20 02:49:00+02:00,0.1,2.635,0.055,0.013306667,4.409286,50.16220492940272
2023-08-20 02:50:00+02:00,0.08,2.63,0.055,0.013306667,4.409286,50.16805244253166
2023-08-20 02:51:00+02:00,0.08,2.649,0.067,0.015306667,4.409286,50.16281510468574
2023-08-20 02:52:00+02:00,0.08,2.639,0.058,0.015306667,4.409286,50.15762861478007
2023-08-20 02:53:00+02:00,0.08,2.65,0.056,0.016306667,4.409286,50.16103542677693
2023-08-20 02:54:00+02:00,0.08,2.642,0.06,0.014306667,4.409286,50.1723236695128
2023-08-20 02:55:00+02:00,0.08,2.643,0.065,0.012306667,4.409286,50.1337300828618
2023-08-20 02:56:00+02:00,0.08,2.643,0.065,0.011306667,4.409286,50.16352697584926
2023-08-20 02:57:00+02:00,0.08,2.647,0.063,0.013306667,4.409286,50.15930659680837
2023-08-20 02:58:00+02:00,0.08,2.651,0.067,0.014306667,4.409286,50.16505241405681
2023-08-20 02:59:00+02:00,0.08,2.625,0.046,0.013306667,4.409286,50.16332358408826
2023-08-20 03:00:00+02:00,0.08,2.638,0.055,0.014433333,4.409286,50.16866261781468
2023-08-20 03:01:00+02:00,0.08,2.651,0.06,0.014433333,4.409286,50.17654404855369
2023-08-20 03:02:00+02:00,0.08,2.645,0.067,0.014433333,4.409286,50.16861176987442
2023-08-20 03:03:00+02:00,0.08,2.642,0.06,0.014433333,4.409286,50.18295088902539
2023-08-20 03:04:00+02:00,0.08,2.641,0.059,0.014433333,4.409286,50.18905264185558
2023-08-20 03:05:00+02:00,0.08,2.633,0.059,0.014433333,4.409286,50.19012044860087
2023-08-20 03:06:00+02:00,0.08,2.657,0.069,0.015433333,4.409286,50.16347612790901
2023-08-20 03:07:00+02:00,0.08,2.639,0.064,0.013433333,4.409286,50.17196773393104
2023-08-20 03:08:00+02:00,0.08,2.636,0.058,0.013433333,4.409286,50.27391785413556
2023-08-20 03:09:00+02:00,0.08,2.639,0.058,0.014433333,4.409286,50.27432463765757
2023-08-20 03:10:00+02:00,0.08,2.636,0.056,0.013433333,4.409286,50.26766355748461
2023-08-20 03:11:00+02:00,0.08,2.636,0.059,0.012433333,4.409286,50.27218902416701
2023-08-20 03:12:00+02:00,0.08,2.643,0.057,0.012433333,4.409286,50.276561947028654
2023-08-20 03:13:00+02:00,0.08,2.626,0.055,0.011433333,4.409286,50.264663529009766
2023-08-20 03:14:00+02:00,0.08,2.633,0.061,0.011433333,4.409286,50.27218902416701
2023-08-20 03:15:00+02:00,0.08,2.633,0.055,0.012433333,4.409286,50.27890095228023
2023-08-20 03:16:00+02:00,0.08,2.641,0.065,0.012433333,4.409286,50.28642644743747
2023-08-20 03:17:00+02:00,0.08,2.646,0.067,0.013433333,4.409286,50.28118910959155
2023-08-20 03:18:00+02:00,0.08,2.639,0.063,0.013433333,4.409286,50.17908644556627
2023-08-20 03:19:00+02:00,0.08,2.628,0.052,0.013433333,4.409286,50.1726287571543
2023-08-20 03:20:00+02:00,0.08,2.632,0.056,0.013433333,4.409286,50.17420504330211
2023-08-20 03:21:00+02:00,0.08,2.642,0.067,0.014433333,4.409286,50.17598472121091
2023-08-20 03:22:00+02:00,0.08,2.642,0.066,0.013433333,4.409286,50.1772559197172
2023-08-20 03:23:00+02:00,0.08,2.627,0.054,0.012433333,4.409286,50.17583217739016
2023-08-20 03:24:00+02:00,0.08,2.629,0.054,0.012433333,4.409286,50.17222197363229
2023-08-20 03:25:00+02:00,0.08,2.643,0.061,0.013433333,4.409286,50.181171211116585
2023-08-20 03:26:00+02:00,0.08,2.634,0.061,0.013433333,4.409286,50.16271340880524
2023-08-20 03:27:00+02:00,0.08,2.643,0.067,0.014433333,4.409286,50.170137208081975
2023-08-20 03:28:00+02:00,0.08,2.659,0.072,0.016433333,4.409286,50.17313723655682
2023-08-20 03:29:00+02:00,0.08,2.632,0.053,0.014433333,4.409286,50.14842513759452
2023-08-20 03:30:00+02:00,0.08,2.63,0.057,0.013433333,4.409286,50.17801863882097
2023-08-20 03:31:00+02:00,0.1,2.626,0.053,0.013433333,4.409286,50.18869670627383
2023-08-20 03:32:00+02:00,0.1,2.63,0.057,0.013433333,4.409286,50.19622220143106
2023-08-20 03:33:00+02:00,0.1,2.624,0.049,0.013433333,4.409286,50.18701872424551
2023-08-20 03:34:00+02:00,0.1,2.621,0.05,0.013433333,4.409286,50.19062892800339
2023-08-20 03:35:00+02:00,0.08,2.617,0.044,0.013433333,4.409286,50.18803568305054
2023-08-20 03:36:00+02:00,0.08,2.619,0.044,0.012433333,4.409286,50.18457802311344
2023-08-20 03:37:00+02:00,0.08,2.62,0.046,0.011433333,4.409286,50.19169673474867
2023-08-20 03:38:00+02:00,0.08,2.615,0.043,0.010433333,4.409286,50.187832291289546
2023-08-20 03:39:00+02:00,0.08,2.622,0.051,0.010433333,4.409286,50.19688322465433
2023-08-20 03:40:00+02:00,0.08,2.631,0.056,0.011433333,4.409286,50.18127290699709
2023-08-20 03:41:00+02:00,0.08,2.626,0.048,0.011433333,4.409286,50.18193393022036
2023-08-20 03:42:00+02:00,0.08,2.622,0.044,0.012433333,4.409286,50.17684913619519
2023-08-20 03:43:00+02:00,0.08,2.626,0.049,0.013433333,4.409286,50.16861176987442
2023-08-20 03:44:00+02:00,0.08,2.626,0.052,0.012433333,4.409286,50.38644434591244
2023-08-20 03:45:00+02:00,0.1,2.625,0.052,0.011433333,4.409286,50.387257912956464
2023-08-20 03:46:00+02:00,0.1,2.628,0.055,0.011433333,4.409286,50.38685112943445
2023-08-20 03:47:00+02:00,0.1,2.629,0.055,0.011433333,4.409286,50.3913257481766
2023-08-20 03:48:00+02:00,0.1,2.634,0.061,0.012433333,4.409286,50.39208846728037
2023-08-20 03:49:00+02:00,0.1,2.628,0.057,0.010433333,4.409286,50.40093600888416
2023-08-20 03:50:00+02:00,0.08,2.631,0.061,0.011433333,4.409286,50.39417323283069
2023-08-20 03:51:00+02:00,0.08,2.622,0.053,0.009433333,4.409286,50.358122043192274
2023-08-20 03:52:00+02:00,0.08,2.63,0.054,0.010433333,4.409286,50.18066273171407
2023-08-20 03:53:00+02:00,0.08,2.645,0.065,0.012433333,4.409286,50.18106951523608
2023-08-20 03:54:00+02:00,0.08,2.641,0.069,0.012433333,4.409286,50.176696592374434
2023-08-20 03:55:00+02:00,0.08,2.636,0.062,0.012433333,4.409286,50.169221945157446
2023-08-20 03:56:00+02:00,0.08,2.622,0.05,0.011433333,4.409286,50.17201858187128
2023-08-20 03:57:00+02:00,0.08,2.618,0.044,0.012433333,4.409286,50.18467971899394
2023-08-20 03:58:00+02:00,0.08,2.63,0.056,0.013433333,4.409286,50.184425479292685
2023-08-20 03:59:00+02:00,0.08,2.627,0.052,0.013433333,4.409286,50.17959492496878
2023-08-20 04:00:00+02:00,0.1,2.621,0.049,0.013465116,4.409286,50.19912053402541
2023-08-20 04:01:00+02:00,0.1,2.629,0.057,0.012465116,4.409286,50.18701872424551
2023-08-20 04:02:00+02:00,0.1,2.627,0.055,0.011465116,4.409286,50.18122205905683
2023-08-20 04:03:00+02:00,0.1,2.625,0.055,0.009465116,4.409286,50.13703519897816
2023-08-20 04:04:00+02:00,0.1,2.621,0.052,0.009465116,4.409286,50.177815247059975
2023-08-20 04:05:00+02:00,0.08,2.634,0.06,0.010465116,4.409286,50.17079823130525
2023-08-20 04:06:00+02:00,0.08,2.652,0.069,0.013465116,4.409286,50.166323612563104
2023-08-20 04:07:00+02:00,0.08,2.632,0.059,0.012465116,4.409286,50.17613726503167
2023-08-20 04:08:00+02:00,0.08,2.63,0.058,0.012465116,4.409286,50.16510326199707
2023-08-20 04:09:00+02:00,0.08,2.621,0.051,0.012465116,4.409286,50.162560864984485
2023-08-20 04:10:00+02:00,0.08,2.622,0.051,0.012465116,4.409286,50.1692727930977
2023-08-20 04:11:00+02:00,0.08,2.615,0.041,0.012465116,4.409286,50.15783200654108
2023-08-20 04:12:00+02:00,0.08,2.625,0.056,0.012465116,4.409286,50.16667954814486
2023-08-20 04:13:00+02:00,0.08,2.63,0.059,0.012465116,4.409286,50.16551004551908
2023-08-20 04:14:00+02:00,0.08,2.618,0.043,0.013465116,4.409286,50.16484902229581
2023-08-20 04:15:00+02:00,0.08,2.614,0.044,0.011465116,4.409286,50.16896770545619
2023-08-20 04:16:00+02:00,0.08,2.61,0.035,0.011465116,4.409286,50.18132375493734
2023-08-20 04:17:00+02:00,0.08,2.621,0.045,0.013465116,4.409286,50.18000170849079
2023-08-20 04:18:00+02:00,0.08,2.62,0.047,0.012465116,4.409286,50.18249325756312
2023-08-20 04:19:00+02:00,0.08,2.621,0.044,0.012465116,4.409286,50.18203562610086
2023-08-20 04:20:00+02:00,0.08,2.633,0.063,0.014465116,4.409286,50.17018805602223
2023-08-20 04:21:00+02:00,0.08,2.628,0.051,0.014465116,4.409286,50.17583217739016
2023-08-20 04:22:00+02:00,0.08,2.618,0.046,0.011465116,4.409286,50.16886600957569
2023-08-20 04:23:00+02:00,0.08,2.621,0.046,0.012465116,4.409286,50.1662219166826
2023-08-20 04:24:00+02:00,0.08,2.618,0.045,0.011465116,4.409286,50.1724253653933
2023-08-20 04:25:00+02:00,0.08,2.607,0.032,0.010465116,4.409286,50.15127262224862
2023-08-20 04:26:00+02:00,0.08,2.619,0.044,0.010465116,4.409286,50.17949322908828
2023-08-20 04:27:00+02:00,0.08,2.613,0.038,0.011465116,4.409286,50.186256005141736
2023-08-20 04:28:00+02:00,0.08,2.619,0.047,0.010465116,4.409286,50.18091697141532
2023-08-20 04:29:00+02:00,0.08,2.623,0.052,0.011465116,4.409286,50.186815332484514
2023-08-20 04:30:00+02:00,0.08,2.643,0.065,0.012465116,4.409286,50.198764598443645
2023-08-20 04:31:00+02:00,0.1,2.66,0.072,0.013465116,4.409286,50.20369684864805
2023-08-20 04:32:00+02:00,0.1,2.623,0.048,0.009465116,4.409286,50.19912053402541
2023-08-20 04:33:00+02:00,0.1,2.616,0.043,0.009465116,4.409286,50.204001936289565
2023-08-20 04:34:00+02:00,0.1,2.621,0.049,0.010465116,4.409286,50.19708661641534
2023-08-20 04:35:00+02:00,0.08,2.608,0.036,0.010465116,4.409286,50.19383234823924
2023-08-20 04:36:00+02:00,0.08,2.621,0.042,0.012465116,4.409286,50.16352697584926
